,index,access,bridge,highway,junction,lanes,length,maxspeed,oneway,tunnel,geometry,name,osmid,ref,service,width
4146,4146,missing,missing,residential,missing,4.0,82.7,25.0,False,missing,"LINESTRING (585346.5573175289 4514627.691790028, 585344.2853013261 4514619.061345975, 585325.8228454702 4514547.749668122)",Riverside Boulevard,195743193,,,
4147,4147,missing,missing,secondary,missing,4.0,43.79599999999999,25.0,False,missing,"LINESTRING (585308.2695241392 4510558.221617633, 585318.9475667016 4510552.693526019, 585340.4215207945 4510541.672051568, 585347.2349724582 4510538.097893023)",East 23rd Street,5671620,,,
4148,4148,missing,missing,secondary,missing,4.0,84.507,25.0,True,missing,"LINESTRING (585308.2695241392 4510558.221617633, 585302.8986612614 4510547.979099362, 585269.0875736935 4510483.419432116)",5th Avenue,34080508,,,
4149,4149,missing,missing,secondary,missing,4.0,309.31500000000005,25.0,False,missing,"LINESTRING (585308.2695241392 4510558.221617633, 585297.9627390535 4510563.776201474, 585152.131896131 4510642.334653101, 585035.591898656 4510705.111583127)",West 23rd Street,465101198,,,
4150,4150,missing,missing,secondary,missing,4.0,84.734,25.0,True,missing,,7th Avenue,5670836,,,
4151,4151,missing,missing,secondary,missing,4.0,273.748,25.0,False,missing,"LINESTRING (584794.2906671023 4510835.35065553, 584757.5616636523 4510855.114216447, 584552.9918745738 4510965.397570853)",West 23rd Street,420598407,,,
4152,4152,missing,missing,secondary,missing,4.0,273.842,25.0,False,missing,"LINESTRING (584794.2906671023 4510835.35065553, 584800.2210808764 4510832.154478819, 584827.9703472009 4510817.173282707, 585035.591898656 4510705.111583127)",West 23rd Street,420598415,,,
4153,4153,missing,missing,secondary,missing,4.0,269.941,25.0,False,missing,,West 23rd Street,116672333,,,
4154,4154,missing,missing,primary,missing,4.0,83.531,25.0,True,missing,,9th Avenue,384178813,,,
4155,4155,missing,missing,secondary,missing,4.0,277.873,25.0,False,missing,"LINESTRING (584307.9992766397 4511097.297479103, 584318.5516624425 4511091.544509978, 584456.3513491423 4511017.430423738, 584545.3454996245 4510969.518045789, 584552.9918745738 4510965.397570853)",West 23rd Street,384178812,,,
4156,4156,missing,missing,primary,missing,4.0,84.44,25.0,True,missing,,10th Avenue,46490540,,,
4157,4157,missing,missing,secondary,missing,4.0,269.941,25.0,False,missing,,West 23rd Street,116672333,,,
4158,4158,missing,missing,secondary,missing,4.0,267.64099999999996,25.0,False,missing,"LINESTRING (584070.1890923113 4511225.778490667, 584022.9496251454 4511251.710167708, 583841.6988935038 4511351.397021816, 583835.3522622028 4511354.888994175)",West 23rd Street,116672333,,,
4159,4159,missing,missing,residential,missing,4.0,84.572,25.0,False,missing,,Manhattan Avenue,5671485,,,
4160,4160,missing,missing,residential,missing,4.0,80.436,25.0,False,missing,,Manhattan Avenue,5671485,,,
4161,4161,missing,missing,residential,missing,4.0,134.921,25.0,True,missing,"LINESTRING (587567.3139374165 4516849.646184102, 587455.8554834921 4516909.168516724, 587448.1374947876 4516913.285064645)",West 105th Street,5670640,,,
4162,4162,missing,missing,residential,missing,4.0,272.665,25.0,True,missing,,West 105th Street,5670640,,,
4163,4163,missing,missing,primary,missing,4.0,79.91900000000001,25.0,True,missing,"LINESTRING (587448.1374947876 4516913.285064645, 587424.128998241 4516868.736062492, 587410.2505342258 4516842.981054896)",Columbus Avenue,"[420625560, 420625563]",,,
4164,4164,missing,missing,residential,missing,4.0,163.293,25.0,True,missing,,West 105th Street,5670640,,,
4165,4165,missing,missing,primary,missing,3.0,85.644,25.0,True,missing,,Amsterdam Avenue,439805285,,,
4166,4166,missing,missing,residential,missing,4.0,85.994,25.0,True,missing,"LINESTRING (586838.5398079581 4517241.849285013, 586877.4721480591 4517314.638426954, 586879.0738045921 4517317.621573798)",Riverside Drive,46111610,,,
4167,4167,missing,missing,tertiary,missing,4.0,176.693,25.0,False,missing,,Vermilyea Avenue,5670642,,,
4168,4168,missing,missing,tertiary,missing,4.0,209.875,25.0,False,missing,,Vermilyea Avenue,5670642,,,
4169,4169,missing,missing,tertiary,missing,4.0,119.899,25.0,False,missing,,Academy Street,5671345,,,
4170,4170,missing,missing,tertiary,missing,4.0,118.925,25.0,False,missing,,Academy Street,5671345,,,
4171,4171,missing,missing,tertiary,missing,4.0,176.42,25.0,False,missing,,Vermilyea Avenue,5670642,,,
4172,4172,missing,missing,tertiary,missing,4.0,176.693,25.0,False,missing,,Vermilyea Avenue,5670642,,,
4173,4173,missing,missing,tertiary,missing,4.0,117.704,25.0,False,missing,,West 204th Street,165366872,,,
4174,4174,missing,missing,tertiary,missing,4.0,118.979,25.0,False,missing,,West 204th Street,165366872,,,
4175,4175,missing,missing,tertiary,missing,4.0,118.762,25.0,False,missing,"LINESTRING (591078.5521469766 4524585.597872076, 591082.6559341681 4524577.476963278, 591132.0328585433 4524479.672562025)",Isham Street,223879816,,,
4176,4176,missing,missing,tertiary,missing,4.0,75.612,25.0,False,missing,"LINESTRING (591078.5521469766 4524585.597872076, 591087.7221205616 4524590.396398468, 591137.390203224 4524616.412644582, 591145.6304440607 4524620.733448996)",Vermilyea Avenue,223902542,,,
4177,4177,missing,missing,tertiary,missing,4.0,104.245,25.0,False,missing,"LINESTRING (591078.5521469766 4524585.597872076, 591073.6356574111 4524595.37415235, 591031.8474783849 4524678.69473588)",Isham Street,223902543,,,
4178,4178,missing,missing,tertiary,missing,4.0,130.736,25.0,False,missing,"LINESTRING (591078.5521469766 4524585.597872076, 591069.3796953959 4524580.999174954, 590961.5300419696 4524526.864536435)",Vermilyea Avenue,223902549,,,
4179,4179,missing,missing,tertiary,missing,4.0,119.366,25.0,True,missing,"LINESTRING (591145.6304440607 4524620.733448996, 591058.7112426475 4524668.933898061, 591054.8918445774 4524671.773456723, 591052.3732434527 4524675.75043979, 591052.1973820549 4524679.756334268, 591053.541832407 4524686.234681217)",West 211th Street,5671360,,,
4180,4180,missing,missing,tertiary,missing,4.0,75.61200000000001,25.0,False,missing,"LINESTRING (591145.6304440607 4524620.733448996, 591137.390203224 4524616.412644582, 591087.7221205616 4524590.396398468, 591078.5521469766 4524585.597872076)",Vermilyea Avenue,223902542,,,
4181,4181,missing,missing,secondary,missing,4.0,86.304,25.0,False,missing,,5th Avenue,557733488,,,
4182,4182,missing,missing,tertiary,missing,4.0,129.857,25.0,False,missing,"LINESTRING (589599.662257017 4518513.601333652, 589604.9017675286 4518510.722676401, 589713.6659147745 4518451.066832488)",East 135th Street,5670645,,,
4183,4183,missing,missing,secondary,missing,4.0,240.431,25.0,True,missing,"LINESTRING (589599.662257017 4518513.601333652, 589489.4299802234 4518309.334760261, 589485.5605290409 4518302.160124597)",5th Avenue,46240148,,,
4184,4184,missing,missing,tertiary,missing,4.0,162.668,25.0,False,missing,"LINESTRING (589599.662257017 4518513.601333652, 589553.9148801357 4518538.1719656, 589456.1718240539 4518590.691318291)",West 135th Street,438383443,,,
4185,4185,missing,missing,tertiary,missing,4.0,6.82,25.0,True,missing,,East 135th Street,240450627,,,
4186,4186,missing,missing,secondary,missing,4.0,9.01,25.0,True,missing,,Madison Avenue,240450629,,,
4187,4187,missing,missing,residential,missing,4.0,21.132,25.0,True,missing,,Park Avenue,5673406,,,
4188,4188,missing,missing,motorway_link,missing,1.0,115.77299999999998,20.0,True,missing,"LINESTRING (589832.3497774506 4518339.528930311, 589826.4195359269 4518324.257544149, 589822.9892214444 4518310.126786831, 589819.1221097041 4518293.759121638, 589814.5348924295 4518278.337526728, 589809.4696896904 4518266.152060451, 589797.8565844218 4518247.170050741, 589787.9427972359 4518234.126332539)",,11305103,,,
4189,4189,missing,missing,motorway,missing,2.0,289.961,25.0,True,missing,"LINESTRING (589832.3497774506 4518339.528930311, 589826.2507187523 4518304.826107955, 589822.9739988893 4518276.663651116, 589819.7849103402 4518241.285634588, 589818.702219342 4518210.973748258, 589820.5208502086 4518180.708212993, 589826.0192743605 4518145.435746503, 589842.6634864449 4518087.782837942, 589852.634066097 4518055.20713042)",Harlem River Drive,33117603,,,
4190,4190,missing,missing,tertiary,missing,4.0,79.331,25.0,False,missing,,Audubon Avenue,5672662,,,
4191,4191,missing,missing,tertiary,missing,4.0,82.989,25.0,False,missing,,Audubon Avenue,5672662,,,
4192,4192,missing,missing,residential,missing,4.0,133.689,25.0,True,missing,"LINESTRING (590373.3941474074 4523211.414843926, 590264.4869971803 4523268.593068619, 590254.8655899769 4523273.649237608)",West 191st Street,5670650,,,
4193,4193,missing,missing,tertiary,missing,4.0,82.796,25.0,False,missing,,Wadsworth Avenue,223486857,,,
4194,4194,missing,missing,tertiary,missing,4.0,83.96799999999999,25.0,False,missing,"LINESTRING (590150.5786554806 4523330.930000543, 590174.8324883282 4523368.797493768, 590207.1894415283 4523390.609799586)",Wadsworth Avenue,223486857,,,
4195,4195,missing,missing,secondary,missing,4.0,150.637,25.0,True,missing,,East 8th Street,5673089,,,
4196,4196,missing,missing,residential,missing,4.0,107.305,25.0,True,missing,"LINESTRING (584749.71605227 4509519.902056421, 584725.9026716774 4509475.332345187, 584701.6353039147 4509432.034280161, 584698.0053960539 4509425.975453463)",5th Avenue,"[439933929, 68674966]",,,
4197,4197,missing,missing,secondary,missing,4.0,157.816,25.0,True,missing,,West 8th Street,5670651,,,
4198,4198,missing,missing,residential,missing,4.0,96.852,25.0,True,missing,"LINESTRING (584610.6920567522 4509595.029859549, 584586.8657462785 4509557.465903481, 584562.9562657464 4509519.767858436, 584558.8413343551 4509513.28168762)",MacDougal Street,5671799,,,
4199,4199,missing,missing,primary,missing,3.0,16.637,25.0,True,missing,,East Houston Street,496999242,,,
4200,4200,missing,missing,primary,missing,4.0,33.79,25.0,True,missing,"LINESTRING (585420.4136228764 4508498.129761728, 585422.6380612096 4508507.403472507, 585426.7675158556 4508524.34850812, 585428.2964479687 4508530.938592036)",1st Avenue,5672851,,,
4201,4201,missing,missing,secondary,missing,4.0,42.632000000000005,25.0,False,missing,"LINESTRING (585205.7256195031 4507869.577460775, 585211.3762772586 4507867.421946061, 585239.6296166648 4507856.644436398, 585245.6281195006 4507854.359718981)",Grand Street,68668559,,,
4202,4202,missing,missing,secondary,missing,4.0,22.349999999999998,25.0,False,missing,"LINESTRING (585205.7256195031 4507869.577460775, 585197.232491852 4507872.832748138, 585193.456860779 4507874.277068021, 585190.7842053432 4507875.301074352, 585184.8195219396 4507877.586223654)",Grand Street,226041016,,,
4203,4203,missing,missing,primary,missing,4.0,110.02300000000001,25.0,True,missing,"LINESTRING (585205.7256195031 4507869.577460775, 585209.0668399169 4507878.741790957, 585241.1201507163 4507966.572649798, 585243.3967163753 4507972.816005871)",Allen Street,524394634,,,
4204,4204,missing,missing,residential,missing,4.0,43.979,25.0,True,missing,,Hester Street,111826111,,,
4205,4205,missing,missing,primary,missing,4.0,140.509,25.0,True,missing,"LINESTRING (585154.8541101363 4507738.765358863, 585202.968799394 4507862.484840848, 585205.7256195031 4507869.577460775)",Allen Street,569451557,,,
4206,4206,missing,missing,secondary,missing,4.0,44.397,25.0,False,missing,,Canal Street,195745911,,,
4207,4207,missing,missing,secondary,missing,4.0,23.692,25.0,False,missing,"LINESTRING (585107.4377419087 4507614.410345322, 585101.4035248385 4507616.850197584, 585097.0497332349 4507618.609897761, 585092.230497214 4507620.441976273, 585085.4066956439 4507623.228052018)",Canal Street,110777345,,,
4208,4208,missing,missing,primary,missing,4.0,133.237,25.0,True,missing,"LINESTRING (585107.4377419087 4507614.410345322, 585131.3019400934 4507677.7331147, 585154.8541101363 4507738.765358863)",Allen Street,"[110777346, 569451557]",,,
4209,4209,missing,missing,primary,missing,4.0,77.079,25.0,True,missing,"LINESTRING (585090.5901449928 4507540.299176182, 585091.1590517252 4507569.504270394, 585107.4377419087 4507614.410345322)",Allen Street,5670652,,,
4210,4210,missing,missing,secondary,missing,4.0,19.974999999999998,25.0,True,missing,"LINESTRING (585090.5901449928 4507540.299176182, 585086.3713264975 4507539.862212563, 585081.1146003866 4507539.324530661, 585076.2798192414 4507538.824997822, 585070.6771651391 4507538.250049816)",Division Street,46334662,,,
4211,4211,missing,missing,primary_link,missing,4.0,38.609,25.0,True,missing,,,5673127,,,
4212,4212,missing,missing,primary,missing,4.0,33.619,25.0,True,missing,,Allen Street,451954046,,,
4213,4213,missing,missing,secondary,missing,4.0,19.077,25.0,True,missing,,Division Street,452339696,,,
4214,4214,missing,missing,primary,missing,4.0,58.721999999999994,25.0,True,missing,"LINESTRING (585070.6771651391 4507538.250049816, 585072.673422628 4507520.34302457, 585077.1742734251 4507479.982938773)",Pike Street,"[420357268, 420357269]",,,
4215,4215,missing,missing,secondary,missing,4.0,76.436,25.0,True,missing,,Division Street,452339696,,,
4216,4216,missing,missing,residential,missing,4.0,59.061,25.0,True,missing,,Pike Street,569451559,,,
4217,4217,missing,missing,primary,missing,4.0,54.811,25.0,True,missing,,Allen Street,451954046,,,
4218,4218,missing,missing,secondary,missing,4.0,23.692,25.0,False,missing,"LINESTRING (585085.4066956439 4507623.228052018, 585092.230497214 4507620.441976273, 585097.0497332349 4507618.609897761, 585101.4035248385 4507616.850197584, 585107.4377419087 4507614.410345322)",Canal Street,110777345,,,
4219,4219,missing,missing,secondary,missing,4.0,68.996,25.0,False,missing,"LINESTRING (585085.4066956439 4507623.228052018, 585025.4167378708 4507644.933189376, 585020.4119706955 4507646.740982916)",Canal Street,451954047,,,
4220,4220,missing,missing,primary,missing,4.0,140.60299999999998,25.0,True,missing,"LINESTRING (585184.8195219396 4507877.586223654, 585182.0098084795 4507869.949000239, 585136.3583103031 4507745.769437316)",Allen Street,46139048,,,
4221,4221,missing,missing,secondary,missing,4.0,22.35,25.0,False,missing,"LINESTRING (585184.8195219396 4507877.586223654, 585190.7842053432 4507875.301074352, 585193.456860779 4507874.277068021, 585197.232491852 4507872.832748138, 585205.7256195031 4507869.577460775)",Grand Street,226041016,,,
4222,4222,missing,missing,secondary,missing,4.0,72.542,25.0,False,missing,"LINESTRING (585184.8195219396 4507877.586223654, 585175.3082847283 4507881.229520162, 585122.1521844015 4507901.613443753, 585116.9681556313 4507903.596745728)",Grand Street,226041016,,,
4223,4223,missing,missing,secondary_link,missing,4.0,14.811,25.0,True,missing,,,5671674,,,
4224,4224,missing,missing,secondary,missing,4.0,75.297,25.0,False,missing,,Macombs Place,165468359,,,
4225,4225,missing,missing,tertiary,missing,4.0,80.46,25.0,False,missing,,Bradhurst Avenue,243046573,,,
4226,4226,missing,missing,tertiary,missing,4.0,221.55200000000002,25.0,False,missing,"LINESTRING (589466.0865809429 4520314.809183449, 589486.1151163103 4520388.661494145, 589488.8586923213 4520398.87574344, 589607.3172792133 4520335.128532811)","['Bradhurst Avenue', 'West 155th Street (surface)']","[243046573, 537122095]",,,
4227,4227,missing,missing,residential,missing,4.0,171.407,25.0,True,missing,,West 154th Street,5670656,,,
4228,4228,missing,missing,secondary,missing,4.0,85.81,25.0,False,missing,,Amsterdam Avenue,196116967,,,
4229,4229,missing,missing,secondary,missing,4.0,78.539,25.0,False,missing,,Amsterdam Avenue,196116967,,,
4230,4230,missing,missing,residential,missing,4.0,79.27,25.0,True,missing,"LINESTRING (584655.8731301064 4507643.271344522, 584719.7203663741 4507615.090364953, 584728.5078402394 4507611.216174251)",Bayard Street,5670658,,,
4231,4231,missing,missing,residential,missing,4.0,147.115,25.0,True,missing,"LINESTRING (584655.8731301064 4507643.271344522, 584698.7988599103 4507738.373467498, 584716.3905660018 4507777.209681294)",Elizabeth Street,188559800,,,
4232,4232,missing,missing,residential,missing,4.0,75.663,25.0,True,missing,,Bayard Street,5670658,,,
4233,4233,missing,missing,residential,missing,4.0,114.21300000000001,25.0,True,missing,"LINESTRING (584450.2239364316 4507734.040592281, 584413.0788874992 4507663.674619384, 584396.8180506048 4507633.180890621)",Baxter Street,5672409,,,
4234,4234,missing,missing,primary,missing,4.0,80.676,25.0,True,missing,,Columbus Avenue,421853636,,,
4235,4235,missing,missing,residential,missing,4.0,272.25100000000003,25.0,True,missing,"LINESTRING (586799.3406675647 4515709.676134533, 586806.2554898098 4515705.760415078, 587039.1998477348 4515580.12057294)",West 88th Street,196802689,,,
4236,4236,missing,missing,residential,missing,4.0,273.217,25.0,True,missing,,West 88th Street,5670659,,,
4237,4237,missing,missing,primary,missing,4.0,79.533,25.0,True,missing,,Amsterdam Avenue,195743133,,,
4238,4238,missing,missing,residential,missing,4.0,241.004,25.0,True,missing,,West 88th Street,5670659,,,
4239,4239,missing,missing,secondary,missing,4.0,80.28800000000001,25.0,False,missing,"LINESTRING (586104.1182942902 4516085.10462716, 586078.2116271381 4516037.418506248, 586065.8199943748 4516014.60343108)",Riverside Drive,46111607,,,
4240,4240,missing,missing,secondary,missing,4.0,84.18900000000001,25.0,False,missing,"LINESTRING (586104.1182942902 4516085.10462716, 586107.9178008856 4516091.421653745, 586111.9916719948 4516097.364397385, 586122.2801453702 4516109.463551088, 586131.3199236792 4516118.6504791, 586137.956087674 4516124.834013224, 586145.3541357854 4516130.804378798, 586155.4043256976 4516137.271934267, 586164.2350129026 4516142.670580822)",Riverside Drive,46111607,,,
4241,4241,missing,missing,residential,missing,4.0,67.862,25.0,True,missing,,Vestry Street,22927411,,,
4242,4242,missing,missing,residential,missing,4.0,71.762,25.0,True,missing,,Washington Street,22927462,,,
4243,4243,missing,missing,primary,missing,4.0,128.849,25.0,False,missing,"LINESTRING (587750.5199056563 4518964.273182287, 587708.183097786 4519022.791205308, 587675.0139882879 4519068.628200453)",West 125th Street,"[68668548, 420590071]",,,
4244,4244,missing,missing,primary,missing,4.0,162.45499999999998,25.0,False,missing,"LINESTRING (587750.5199056563 4518964.273182287, 587798.6459451197 4518897.042127888, 587820.0459822847 4518867.153246082, 587831.8055000368 4518850.717036868, 587845.0487731519 4518832.222323411)",West 125th Street,"[68668548, 420590070]",,,
4245,4245,missing,missing,secondary,missing,4.0,114.996,25.0,True,missing,,Saint Clair Place,5670663,,,
4246,4246,missing,missing,residential,missing,4.0,56.075,25.0,False,missing,,12th Avenue,46111626,,,
4247,4247,missing,missing,residential,missing,1.0,187.09500000000003,25.0,True,missing,"LINESTRING (587649.1608901396 4519018.915778589, 587644.74763719 4519006.983850421, 587642.6536399174 4518998.632201412, 587640.8758225859 4518984.955137754, 587641.0166582424 4518973.077212134, 587642.6768537033 4518961.10627751, 587645.9447011823 4518948.710308862, 587650.8070457859 4518936.999394654, 587656.0608082536 4518927.846683, 587660.4909681171 4518917.018843611, 587664.4519851739 4518903.076763641, 587666.6261487912 4518890.445784308, 587667.4640971273 4518876.688715361, 587667.014612516 4518864.803789847, 587665.3923067629 4518852.238809694, 587661.9303748325 4518838.319722623)",Riverside Drive,45443071,,,
4248,4248,missing,missing,primary,missing,4.0,32.114,25.0,True,missing,,1st Avenue,195743314,,,
4249,4249,missing,missing,residential,missing,4.0,47.84199999999999,25.0,True,missing,"LINESTRING (590078.6396586446 4517154.923875764, 590087.7872265639 4517158.921169018, 590099.8926801868 4517162.510407951, 590112.3517800086 4517164.771676253, 590124.9985245726 4517165.480902674)",Paladino Avenue,5670665,,,
4250,4250,missing,missing,residential,missing,4.0,35.816,25.0,True,missing,"LINESTRING (590124.9985245726 4517165.480902674, 590109.4503397217 4517174.39549771, 590093.8191886077 4517183.198088831)",Paladino Avenue,5670667,,,
4251,4251,missing,missing,residential,missing,4.0,609.742,40.0,False,missing,"LINESTRING (590124.9985245726 4517165.480902674, 590139.0335606203 4517157.50271213, 590142.805657165 4517155.361494436, 590217.1782443677 4517113.090716312, 590223.4802714672 4517108.282491824, 590231.4297904733 4517099.830546425, 590237.444520684 4517090.910902793, 590242.1285045354 4517080.420676419, 590266.2781077088 4517000.688543335, 590286.0852217317 4516935.292316188, 590292.2790238239 4516911.719598833, 590297.2128845975 4516887.687404774, 590300.7262035392 4516862.527621171, 590302.6610883519 4516835.350118881, 590302.86404328 4516811.815297972, 590302.4798510583 4516801.818358357, 590301.6237085833 4516795.92358176, 590299.0803439304 4516790.008207535, 590295.1777115501 4516784.853415908, 590290.7485808107 4516781.357574351, 590285.1289047058 4516778.624378446, 590280.0780744227 4516777.674529514, 590157.19156227 4516843.123704346)","['Paladino Avenue', 'East 120th Street']","[46240274, 452493797]",,,
4252,4252,missing,missing,primary,missing,4.0,36.172,25.0,True,missing,,1st Avenue,452493798,,,
4253,4253,missing,missing,secondary,missing,4.0,79.844,25.0,True,missing,"LINESTRING (583523.762405942 4507076.190405996, 583533.1126800132 4507094.358701664, 583548.807903213 4507125.98752784, 583559.4802561128 4507147.523568287)",Church Street,5672377,,,
4254,4254,missing,missing,secondary,missing,4.0,77.742,25.0,False,missing,,Riverside Drive,226126658,,,
4255,4255,missing,missing,secondary,missing,4.0,15.656,25.0,False,missing,,Riverside Drive,226126754,,,
4256,4256,missing,missing,residential,missing,4.0,79.925,25.0,True,missing,,East 21st Street,5672211,,,
4257,4257,missing,missing,residential,missing,4.0,73.66499999999999,25.0,True,missing,"LINESTRING (585580.6153770817 4510225.276050127, 585562.8110948193 4510191.886074333, 585545.9905502364 4510160.31715654)",Gramercy Park West,5670778,,,
4258,4258,missing,missing,residential,missing,4.0,70.802,25.0,True,missing,,Gramercy Park North,5670673,,,
4259,4259,missing,missing,residential,missing,4.0,140.889,25.0,False,missing,,West 183rd Street,5670675,,,
4260,4260,missing,missing,secondary,missing,4.0,73.754,25.0,False,missing,,Amsterdam Avenue,420874483,,,
4261,4261,missing,missing,secondary,missing,4.0,78.477,25.0,False,missing,"LINESTRING (590193.6808108261 4522580.187703398, 590162.4527814001 4522522.239321834, 590156.4758191342 4522511.152560833)",Amsterdam Avenue,"[420874480, 420874485]",,,
4262,4262,missing,missing,residential,missing,4.0,140.889,25.0,False,missing,,West 183rd Street,5670675,,,
4263,4263,missing,missing,tertiary,missing,4.0,74.679,25.0,False,missing,,Audubon Avenue,5672662,,,
4264,4264,missing,missing,tertiary,missing,4.0,77.666,25.0,False,missing,,Audubon Avenue,5672662,,,
4265,4265,missing,missing,residential,missing,4.0,133.71699999999998,25.0,False,missing,"LINESTRING (590069.1342298016 4522646.459703159, 589960.3726846679 4522705.065438054, 589951.2584325966 4522709.972756412)",West 183rd Street,5670675,,,
4266,4266,missing,missing,residential,missing,4.0,94.724,25.0,False,missing,,West 183rd Street,5670675,,,
4267,4267,missing,missing,tertiary,missing,4.0,75.344,25.0,False,missing,,Wadsworth Avenue,223486857,,,
4268,4268,missing,missing,tertiary,missing,4.0,76.928,25.0,False,missing,,Wadsworth Avenue,223486857,,,
4269,4269,missing,missing,residential,missing,4.0,118.762,25.0,False,missing,"LINESTRING (589846.2917462133 4522765.872920406, 589940.2015686668 4522715.866755459, 589951.2584325966 4522709.972756412)",West 183rd Street,5670675,,,
4270,4270,missing,missing,residential,missing,4.0,82.602,25.0,True,missing,,West 183rd Street,181699238,,,
4271,4271,missing,missing,residential,missing,4.0,94.928,25.0,False,missing,"LINESTRING (589451.6815425609 4522908.068052612, 589450.0601055736 4522901.342452445, 589440.5277675553 4522870.528348584, 589424.0747191694 4522817.380878039)",Pinehurst Avenue,181699235,,,
4272,4272,missing,missing,residential,missing,4.0,262.12,25.0,False,missing,,West 131st Street,5670677,,,
4273,4273,missing,missing,residential,missing,4.0,78.786,25.0,False,missing,,12th Avenue,46226329,,,
4274,4274,missing,missing,residential,missing,4.0,58.797,25.0,False,missing,,12th Avenue,46226329,,,
4275,4275,missing,missing,residential,missing,4.0,302.638,25.0,True,missing,,West 131st Street,46594124,,,
4276,4276,missing,missing,secondary,missing,4.0,79.544,25.0,True,missing,,5th Avenue,226007081,,,
4277,4277,missing,missing,residential,missing,4.0,15.758,25.0,True,missing,,West 131st Street,46594124,,,
4278,4278,missing,missing,secondary,missing,4.0,80.813,25.0,True,missing,,Malcolm X Boulevard,305323024,,,
4279,4279,missing,missing,residential,missing,4.0,265.199,25.0,True,missing,,West 131st Street,46594124,,,
4280,4280,missing,missing,primary,missing,4.0,79.956,25.0,True,missing,"LINESTRING (588922.8066793081 4518509.669916939, 588910.5392179838 4518486.029540556, 588885.9954849656 4518438.759854676)",Adam Clayton Powell Jr. Boulevard,"[420877107, 420877077]",,,
4281,4281,missing,missing,residential,missing,4.0,116.439,25.0,True,missing,,West 131st Street,5670681,,,
4282,4282,missing,missing,tertiary,missing,4.0,86.747,25.0,False,missing,,Convent Avenue,497252083,,,
4283,4283,missing,missing,tertiary,missing,4.0,163.935,25.0,False,missing,"LINESTRING (588310.784134647 4518842.046231781, 588318.7150700127 4518919.525078998, 588359.1401830309 4518995.282851073)",Convent Avenue,497252083,,,
4284,4284,missing,missing,secondary,missing,4.0,156.69,25.0,False,missing,,Amsterdam Avenue,195743135,,,
4285,4285,missing,missing,secondary,missing,4.0,79.367,25.0,False,missing,,Amsterdam Avenue,195743135,,,
4286,4286,missing,missing,residential,missing,4.0,116.053,25.0,True,missing,,West 159th Street,5670684,,,
4287,4287,missing,missing,tertiary,missing,4.0,84.014,25.0,False,missing,,Edgecombe Avenue,196117019,,,
4288,4288,missing,missing,tertiary,missing,4.0,79.19,25.0,False,missing,"LINESTRING (589443.8755469137 4520791.060833866, 589411.64260153 4520740.4427803, 589400.7439567703 4520724.7007212)",Edgecombe Avenue,196117019,,,
4289,4289,missing,missing,residential,missing,4.0,270.06,25.0,True,missing,,West 159th Street,5670684,,,
4290,4290,missing,missing,secondary,missing,4.0,78.438,25.0,False,missing,,Amsterdam Avenue,196116972,,,
4291,4291,missing,missing,secondary,missing,4.0,79.696,25.0,False,missing,,Amsterdam Avenue,196116972,,,
4292,4292,missing,missing,residential,missing,4.0,142.779,25.0,True,missing,"LINESTRING (589734.464312203 4519076.02417965, 589852.6684305794 4519014.286842566, 589861.1994882775 4519009.83852002)",West 142nd Street,5670686,,,
4293,4293,missing,missing,residential,missing,4.0,220.658,25.0,False,missing,"LINESTRING (589734.464312203 4519076.02417965, 589729.8738630909 4519067.153053693, 589701.2024761831 4519011.692166812, 589700.1490326975 4519005.362052776, 589704.4908905956 4519001.362327797, 589814.3694941823 4518942.498800564, 589824.4295913435 4518937.169709722)","['Chisum Place', 'West 141st Street']","[5671488, 5671622]",,,
4294,4294,missing,missing,residential,missing,4.0,156.44400000000002,25.0,False,missing,"LINESTRING (589734.464312203 4519076.02417965, 589684.3267696325 4519103.260759357, 589666.7680149062 4519112.806834621, 589648.5641915747 4519122.689304233, 589596.8140459293 4519150.806205472)",West 142nd Street,243056522,,,
4295,4295,missing,missing,residential,missing,4.0,13.914,25.0,False,missing,,West 142nd Street,243056522,,,
4296,4296,missing,missing,secondary,missing,4.0,77.687,25.0,True,missing,,Malcolm X Boulevard,420895467,,,
4297,4297,missing,missing,residential,missing,4.0,14.304,25.0,True,missing,,West 142nd Street,243046575,,,
4298,4298,missing,missing,primary,missing,4.0,79.284,25.0,True,missing,,Adam Clayton Powell Jr. Boulevard,420589987,,,
4299,4299,missing,missing,tertiary,missing,4.0,80.481,25.0,True,missing,,Bradhurst Avenue,5670851,,,
4300,4300,missing,missing,residential,missing,4.0,123.66,25.0,True,missing,,West 142nd Street,243046575,,,
4301,4301,missing,missing,tertiary,missing,4.0,79.232,25.0,False,missing,,Convent Avenue,577976192,,,
4302,4302,missing,missing,tertiary,missing,4.0,80.323,25.0,False,missing,,Convent Avenue,577976192,,,
4303,4303,missing,missing,residential,missing,4.0,132.138,25.0,True,missing,,West 142nd Street,5670688,,,
4304,4304,missing,missing,secondary,missing,4.0,79.991,25.0,False,missing,,Amsterdam Avenue,455687907,,,
4305,4305,missing,missing,secondary,missing,4.0,80.513,25.0,False,missing,,Amsterdam Avenue,455687907,,,
4306,4306,missing,missing,residential,missing,4.0,67.088,25.0,True,missing,,West 142nd Street,5670688,,,
4307,4307,missing,missing,residential,missing,4.0,87.049,25.0,True,missing,,Hamilton Place,243056525,,,
