,index,access,bridge,highway,junction,lanes,length,maxspeed,oneway,tunnel,geometry,name,osmid,ref,service,width
0,0,missing,missing,secondary,missing,4.0,85.977,25.0,False,missing,,Central Park West,195743153,,,
1,1,missing,missing,secondary,missing,4.0,85.559,25.0,False,missing,"LINESTRING (587729.3566539395 4516859.027183867, 587697.8228812596 4516801.020727555, 587688.5169434904 4516783.912641392)",Central Park West,195743153,,,
2,2,missing,missing,secondary,missing,4.0,137.823,25.0,False,missing,"LINESTRING (587729.3566539395 4516859.027183867, 587696.7093404862 4516876.437160955, 587672.8926632503 4516889.133508972, 587640.1693017025 4516906.576134729, 587607.5734242436 4516923.953797099)",West 106th Street,"[420625565, 420625573, 5668966]",,,
3,3,missing,missing,residential,missing,4.0,84.572,25.0,False,missing,,Manhattan Avenue,5671485,,,
4,4,missing,missing,residential,missing,4.0,86.442,25.0,False,missing,,Manhattan Avenue,195743186,,,
5,5,missing,missing,secondary,missing,4.0,137.82299999999998,25.0,False,missing,"LINESTRING (587607.5734242436 4516923.953797099, 587640.1693017025 4516906.576134729, 587672.8926632503 4516889.133508972, 587696.7093404862 4516876.437160955, 587729.3566539395 4516859.027183867)",West 106th Street,"[420625565, 5668966, 420625573]",,,
6,6,missing,missing,secondary,missing,4.0,135.105,25.0,False,missing,"LINESTRING (587607.5734242436 4516923.953797099, 587573.6588373632 4516942.270790687, 587523.1946931032 4516969.540444425, 587495.6488967451 4516984.424799906, 587488.5501908462 4516988.259968652)",West 106th Street,"[195743201, 420625570, 420625566]",,,
7,7,missing,missing,primary,missing,4.0,85.233,25.0,True,missing,,Columbus Avenue,420625563,,,
8,8,missing,missing,secondary,missing,4.0,272.632,25.0,False,missing,,West 106th Street,420625567,,,
9,9,missing,missing,secondary,missing,4.0,135.105,25.0,False,missing,"LINESTRING (587488.5501908462 4516988.259968652, 587495.6488967451 4516984.424799906, 587523.1946931032 4516969.540444425, 587573.6588373632 4516942.270790687, 587607.5734242436 4516923.953797099)",West 106th Street,"[195743201, 420625570, 420625566]",,,
10,10,missing,missing,primary,missing,4.0,85.896,25.0,True,missing,,Amsterdam Avenue,196116970,,,
11,11,missing,missing,secondary,missing,4.0,272.632,25.0,False,missing,,West 106th Street,420625567,,,
12,12,missing,missing,secondary,missing,4.0,200.545,25.0,False,missing,"LINESTRING (587248.3703524502 4517118.029588384, 587211.0881971085 4517138.040444722, 587110.4676228365 4517192.022306017, 587071.420257351 4517212.978962775)",West 106th Street,"[420625569, 196117060, 420625564]",,,
13,13,missing,missing,primary,missing,4.0,95.652,25.0,True,missing,,Broadway,196116982,,,
14,14,missing,missing,secondary,missing,4.0,54.849999999999994,25.0,False,missing,"LINESTRING (587053.9605225283 4517223.365085893, 587043.7792746078 4517228.940765453, 587005.7886971296 4517249.743661878)",West 106th Street,"[420625568, 68674963]",,,
15,15,missing,missing,secondary,missing,4.0,20.291,25.0,False,missing,"LINESTRING (587053.9605225283 4517223.365085893, 587064.0540915168 4517217.355395343, 587071.420257351 4517212.978962775)",West 106th Street,195743200,,,
16,16,missing,missing,residential,missing,4.0,143.557,25.0,False,missing,,West 106th Street,46563041,,,
17,17,missing,missing,secondary,missing,4.0,87.193,25.0,False,missing,,West End Avenue,195743221,,,
18,18,missing,missing,secondary,missing,4.0,54.849999999999994,25.0,False,missing,"LINESTRING (587005.7886971296 4517249.743661878, 587043.7792746078 4517228.940765453, 587053.9605225283 4517223.365085893)",West 106th Street,"[420625568, 68674963]",,,
19,19,missing,missing,residential,missing,4.0,143.557,25.0,False,missing,,West 106th Street,46563041,,,
20,20,missing,missing,residential,missing,4.0,85.318,25.0,True,missing,"LINESTRING (586879.0738045921 4517317.621573798, 586881.8423360685 4517321.817484843, 586919.8709667913 4517392.464610908)",Riverside Drive,46111610,,,
21,21,missing,missing,primary,missing,4.0,86.235,25.0,True,missing,,Columbus Avenue,195743159,,,
22,22,missing,missing,residential,missing,4.0,273.469,25.0,True,missing,,West 80th Street,5668968,,,
23,23,missing,missing,primary,missing,4.0,80.648,25.0,True,missing,,Amsterdam Avenue,195743132,,,
24,24,missing,missing,residential,missing,4.0,17.096,25.0,True,missing,,West 80th Street,5668968,,,
25,25,missing,missing,primary,missing,4.0,86.208,25.0,True,missing,,Broadway,404253364,,,
26,26,missing,missing,residential,missing,4.0,105.553,25.0,True,missing,,West 80th Street,5668968,,,
27,27,missing,missing,secondary,missing,4.0,79.65,25.0,False,missing,,West End Ave.,169381959,,,
28,28,missing,missing,secondary,missing,4.0,86.364,25.0,False,missing,,West End Ave.,169381959,,,
29,29,missing,missing,residential,missing,4.0,128.513,25.0,True,missing,,West 80th Street,5668968,,,
30,30,missing,missing,secondary,missing,4.0,87.758,25.0,False,missing,"LINESTRING (585891.9040922709 4515454.814091566, 585847.0702721083 4515397.272472708, 585837.9566980517 4515385.609269893)",Riverside Drive,46111607,,,
31,31,missing,missing,secondary,missing,4.0,81.113,25.0,False,missing,"LINESTRING (585891.9040922709 4515454.814091566, 585925.0027749658 4515498.230838993, 585932.9821527482 4515510.891295654, 585938.6799335228 4515520.916224236)",Riverside Drive,46111607,,,
32,32,missing,missing,tertiary_link,missing,4.0,20.681,25.0,True,missing,,,5668973,,,
33,33,missing,missing,primary,missing,4.0,38.566,25.0,False,missing,,Broadway,223486858,US 9,,
34,34,missing,missing,primary,missing,4.0,42.448,25.0,False,missing,,Broadway,223486858,US 9,,
35,35,missing,missing,residential,missing,4.0,250.24,30.0,True,missing,"LINESTRING (590068.1766284802 4523688.060925356, 590057.2218910427 4523695.365997558, 590013.645339773 4523712.332117906, 590009.982391999 4523713.397705849, 590005.8721747242 4523713.813889669, 590003.0307898989 4523713.868060016, 589999.9504022402 4523713.475212574, 589997.4148334349 4523712.644905535, 589994.8081479386 4523711.425140876, 589993.0680771775 4523710.338072787, 589990.4710003353 4523708.330141604, 589988.3006109511 4523705.894412093, 589986.8127695243 4523703.478107824, 589964.0360854502 4523640.570628545, 589930.6863741867 4523554.29665239)",Bennett Avenue,"[104984000, 5672430]",,,
36,36,missing,missing,residential,missing,4.0,201.182,25.0,False,missing,"LINESTRING (590170.9664607464 4523627.285718272, 590178.5733748128 4523631.142443968, 590344.1974921196 4523715.138605868, 590350.6649245002 4523718.41533238)",Bogardus Place,5671285,,,
37,37,missing,missing,tertiary,missing,4.0,239.745,25.0,True,missing,"LINESTRING (590170.9664607464 4523627.285718272, 590227.861896425 4523599.347387413, 590241.1988151001 4523594.414338503, 590256.193592028 4523591.777623078, 590267.8085117964 4523591.175790677, 590277.947543552 4523592.010367157, 590291.4611854063 4523593.996501688, 590303.0843229971 4523598.923930445, 590315.8236711422 4523605.630353437, 590329.1917388842 4523614.687147003, 590381.0567389367 4523659.610452315)",Hillside Avenue,164839571,,,
38,38,missing,missing,tertiary,missing,4.0,127.58500000000001,25.0,True,missing,"LINESTRING (590381.0567389367 4523659.610452315, 590420.659911672 4523736.57042831, 590427.705389872 4523747.015501351, 590444.2702954876 4523759.309243682, 590450.5019166976 4523763.937691313)",Hillside Avenue,164839571,,,
39,39,missing,missing,residential,missing,4.0,90.62,25.0,True,missing,"LINESTRING (590450.5019166976 4523763.937691313, 590415.0180995077 4523832.416921373, 590406.211675504 4523842.556765888)",Sickles Street,5671645,,,
40,40,missing,missing,tertiary,missing,4.0,215.959,25.0,True,missing,"LINESTRING (590450.5019166976 4523763.937691313, 590532.8793411696 4523820.549725039, 590579.0825703742 4523906.240563144, 590581.0340854797 4523914.813546895, 590580.7949662808 4523924.680857575)",Hillside Avenue,164839571,,,
41,41,missing,missing,secondary,missing,4.0,80.626,25.0,False,missing,,Central Park West,542215780,,,
42,42,missing,missing,secondary,missing,4.0,80.05,25.0,False,missing,"LINESTRING (586879.7502885518 4515287.07698514, 586845.8746327355 4515224.672863814, 586841.5874993604 4515216.773209804)",Central Park West,542215780,,,
43,43,missing,missing,primary,missing,4.0,80.077,25.0,True,missing,,Columbus Avenue,421853639,,,
44,44,missing,missing,residential,missing,4.0,270.969,25.0,True,missing,"LINESTRING (586641.0226657343 4515416.029354447, 586648.1061605306 4515412.137663429, 586879.7502885518 4515287.07698514)",West 84th Street,542216919,,,
45,45,missing,missing,residential,missing,4.0,273.35,25.0,True,missing,,West 84th Street,5668977,,,
46,46,missing,missing,primary,missing,4.0,81.135,25.0,True,missing,,Amsterdam Avenue,195743133,,,
47,47,missing,missing,residential,missing,4.0,16.91,25.0,True,missing,,West 84th Street,5668977,,,
48,48,missing,missing,primary,missing,4.0,80.135,25.0,True,missing,,Broadway,404253364,,,
49,49,missing,missing,residential,missing,4.0,109.518,25.0,True,missing,,West 84th Street,5668977,,,
50,50,missing,missing,secondary,missing,4.0,80.074,25.0,False,missing,,West End Ave.,169381959,,,
51,51,missing,missing,secondary,missing,4.0,80.125,25.0,False,missing,,West End Ave.,169381959,,,
52,52,missing,missing,residential,missing,4.0,216.044,25.0,True,missing,,West 84th Street,5668977,,,
53,53,missing,missing,secondary,missing,4.0,88.268,25.0,False,missing,,Riverside Drive,46111607,,,
54,54,missing,missing,secondary,missing,4.0,85.097,25.0,False,missing,"LINESTRING (585967.5522382295 4515779.879617793, 585969.483329595 4515804.682388471, 585970.9495661523 4515818.65501656, 585973.3090688696 4515830.550792303, 585975.6578518411 4515839.7374832, 585978.2917082518 4515847.628518559, 585984.3624223939 4515862.56504751)",Riverside Drive,46111607,,,
55,55,missing,missing,residential,missing,4.0,101.45,20.0,False,missing,,East 10th Street,194923763,,,
56,56,missing,missing,residential,missing,4.0,127.634,20.0,False,missing,,East 10th Street,194923763,,,
57,57,missing,missing,secondary,missing,4.0,96.976,25.0,False,missing,,Amsterdam Avenue,309956784,,,
58,58,missing,missing,residential,missing,4.0,269.039,25.0,False,missing,"LINESTRING (587982.2353273185 4518478.487207125, 587933.6156314681 4518503.888418509, 587925.9339160239 4518507.90494941, 587852.6824842958 4518546.181237641, 587783.5568520069 4518582.308944233, 587743.4602830689 4518603.260593951)",La Salle Street,5668986,,,
59,59,missing,missing,secondary,missing,4.0,171.123,25.0,False,missing,"LINESTRING (587982.2353273185 4518478.487207125, 587938.1130154246 4518396.692454602, 587901.0549213293 4518327.982929945)",Amsterdam Avenue,309956784,,,
60,60,missing,missing,residential,missing,4.0,83.182,25.0,False,missing,,La Salle Street,5668986,,,
61,61,missing,missing,residential,missing,4.0,18.313,25.0,False,missing,"LINESTRING (587727.4621001096 4518612.219119088, 587738.6201037762 4518605.967648971, 587743.4602830689 4518603.260593951)",La Salle Street,5668986,,,
62,62,missing,missing,primary,missing,4.0,247.757,25.0,True,missing,"LINESTRING (587727.4621001096 4518612.219119088, 587661.0755528894 4518486.462765272, 587649.4018690835 4518464.341564619, 587610.9123856167 4518393.795785032)",Broadway,195743140,,,
63,63,missing,missing,residential,missing,4.0,83.182,25.0,False,missing,,La Salle Street,5668986,,,
64,64,missing,missing,residential,missing,4.0,169.232,25.0,False,missing,"LINESTRING (587653.5284289465 4518650.589154539, 587669.2164058428 4518679.863533356, 587706.0387125869 4518748.55802446, 587733.4113227612 4518799.643138499)",Claremont Avenue,444907552,,,
65,65,missing,missing,residential,missing,4.0,246.567,25.0,False,missing,"LINESTRING (587653.5284289465 4518650.589154539, 587585.349421875 4518524.401455764, 587536.4009723909 4518433.814434189)",Claremont Avenue,444907552,,,
66,66,missing,missing,secondary,missing,4.0,77.039,25.0,True,missing,,5th Avenue,195743341,,,
67,67,missing,missing,residential,missing,4.0,313.65600000000006,25.0,True,missing,"LINESTRING (584786.7117280905 4509587.415299758, 584528.7554606857 4509726.155037361, 584522.4160590898 4509727.381705331, 584507.7738945077 4509725.749295033)","['Christopher Street', 'West 9th Street']","[24264114, 5668989]",,,
68,68,missing,missing,residential,missing,4.0,39.821,25.0,True,missing,"LINESTRING (584507.7738945077 4509725.749295033, 584469.095643061 4509718.291934041, 584468.5900114542 4509718.197355684)",Christopher Street,24264114,,,
69,69,missing,missing,secondary,missing,4.0,82.57700000000001,25.0,True,missing,"LINESTRING (584507.7738945077 4509725.749295033, 584512.7027768999 4509734.909232819, 584546.9757682146 4509798.360159887)",6th Avenue,451905565,,,
70,70,missing,missing,primary,missing,4.0,20.413,25.0,False,missing,,Water Street,480682396,,,
71,71,missing,missing,primary,missing,4.0,159.841,25.0,False,missing,"LINESTRING (583734.5514645753 4506394.902173745, 583789.9827752688 4506446.708259157, 583791.2618730653 4506447.910620436, 583792.6832037659 4506449.236710456, 583851.3484707653 4506504.132860636)",Water Street,"[384178817, 496989959]",,,
72,72,missing,missing,residential,missing,4.0,59.062000000000005,25.0,True,missing,"LINESTRING (583774.2481294976 4506351.164056427, 583767.1128831632 4506359.032576355, 583734.5514645753 4506394.902173745)",Old Slip,5668999,,,
73,73,missing,missing,residential,missing,4.0,71.238,25.0,True,missing,,Old Slip,5668999,,,
74,74,missing,missing,primary,missing,4.0,78.17,25.0,False,missing,"LINESTRING (583821.0117478502 4506297.425301308, 583826.9379716376 4506302.354933691, 583881.1097629488 4506347.497337091)",South Street,46154337,,,
75,75,missing,missing,primary,missing,4.0,22.57,25.0,True,missing,"LINESTRING (583821.0117478502 4506297.425301308, 583813.3268671706 4506291.110260773, 583803.4288860022 4506283.249257526)",South Street,"[440542774, 440542775]",,,
76,76,missing,missing,residential,missing,4.0,61.066,25.0,False,missing,,Hanover Square,46160403,,,
77,77,missing,missing,primary,missing,4.0,20.413,25.0,False,missing,,Water Street,480682396,,,
78,78,missing,missing,primary,missing,4.0,252.334,25.0,False,missing,"LINESTRING (583719.9608463293 4506380.615760063, 583619.3654397744 4506293.86268444, 583600.6653737745 4506285.825070985, 583506.3137787441 4506254.409855784)",Water Street,195743199,,,
79,79,missing,missing,residential,missing,4.0,128.41,25.0,True,missing,"LINESTRING (583719.9608463293 4506380.615760063, 583751.0470588566 4506345.19573709, 583800.2019135717 4506289.185717831, 583803.4288860022 4506283.249257526)",Old Slip,413217632,,,
80,80,missing,missing,primary,missing,4.0,281.09499999999997,25.0,True,missing,"LINESTRING (583803.4288860022 4506283.249257526, 583720.5648525243 4506215.479724796, 583714.9963702448 4506211.031604697, 583709.5694947297 4506206.762718817, 583704.2736501879 4506202.861682189, 583698.2316821973 4506198.44154116, 583690.6017866291 4506193.226355925, 583683.0345834198 4506188.444865191, 583670.0459602423 4506180.404873595, 583659.5894848197 4506174.092060058, 583650.8846287341 4506169.042432456, 583639.5656653389 4506162.786539052, 583627.4774057687 4506156.566403097, 583621.89726032 4506153.894549874, 583616.0442702654 4506151.441667626, 583610.3499146306 4506149.157107731, 583603.3079845265 4506146.491004991, 583593.5992504549 4506142.79568828, 583583.3152848479 4506139.160518428, 583567.6847507731 4506133.866466734)",South Street,5671202,,,
81,81,missing,missing,secondary,missing,4.0,80.44,25.0,True,missing,,Central Park West,5670348,,,
82,82,missing,missing,primary,missing,4.0,94.214,25.0,True,missing,,Broadway,196116975,,,
83,83,missing,missing,residential,missing,4.0,25.37,25.0,True,missing,,West 61st Street,542371971,,,
84,84,missing,missing,residential,missing,4.0,154.498,25.0,True,missing,"LINESTRING (585756.1843137229 4513775.076329997, 585761.9947074555 4513771.879569916, 585891.7191661437 4513700.497044492)",West 61st Street,5669002,,,
85,85,missing,missing,primary,missing,4.0,81.129,25.0,True,missing,"LINESTRING (585756.1843137229 4513775.076329997, 585731.3535831961 4513729.025271339, 585717.3033771225 4513703.938035939)",Columbus Avenue,460067515,,,
86,86,missing,missing,primary,missing,4.0,79.049,25.0,True,missing,,Amsterdam Avenue,5671056,,,
87,87,missing,missing,residential,missing,4.0,81.14500000000001,25.0,False,missing,"LINESTRING (585514.3819184203 4513904.118703833, 585525.7630435269 4513897.977401621, 585573.346736399 4513871.992871583, 585578.9316754891 4513859.078897216)",West 61st Street,5669004,,,
88,88,missing,missing,residential,missing,4.0,274.709,25.0,True,missing,"LINESTRING (585272.2172652067 4514034.585685003, 585321.4248618602 4514008.151989112, 585327.0386033494 4514005.14136834, 585369.8854277362 4513982.12078046, 585452.6607626739 4513937.434425072, 585454.1131029008 4513936.651827035, 585514.3819184203 4513904.118703833)",West 61st Street,46525011,,,
89,89,missing,missing,residential,missing,4.0,98.34,25.0,False,missing,"LINESTRING (585272.2172652067 4514034.585685003, 585241.3703191662 4514051.982922035, 585221.8308632642 4514063.004532322, 585186.1914126017 4514082.489556805)",West 61st Street,46526965,,,
90,90,missing,missing,secondary,missing,4.0,79.678,25.0,False,missing,"LINESTRING (585272.2172652067 4514034.585685003, 585287.0086221113 4514062.07868818, 585297.02388156 4514080.679308714, 585309.947603096 4514104.698048377)",West End Avenue,"[420894368, 420894369, 420894363]",,,
91,91,missing,missing,secondary,missing,4.0,80.664,25.0,False,missing,"LINESTRING (585272.2172652067 4514034.585685003, 585249.8092540746 4513992.727524618, 585234.1679256276 4513963.526178122)",West End Avenue,"[420894376, 420894374]",,,
92,92,missing,missing,secondary,missing,4.0,81.613,25.0,False,missing,,Central Park West,46334665,,,
93,93,missing,missing,secondary,missing,4.0,79.518,25.0,False,missing,,Central Park West,46334665,,,
94,94,missing,missing,residential,missing,4.0,271.954,25.0,True,missing,"LINESTRING (587076.6440869361 4515650.206110521, 586843.5768447468 4515776.376215216, 586837.1652021251 4515779.842608677)",West 89th Street,5669008,,,
95,95,missing,missing,residential,missing,4.0,273.181,25.0,True,missing,,West 89th Street,5669008,,,
96,96,missing,missing,primary,missing,4.0,79.769,25.0,True,missing,"LINESTRING (586837.1652021251 4515779.842608677, 586815.4119663091 4515739.496810617, 586799.3406675647 4515709.676134533)",Columbus Avenue,"[421853640, 421853622]",,,
97,97,missing,missing,residential,missing,4.0,130.437,25.0,True,missing,,West 89th Street,5669008,,,
98,98,missing,missing,primary,missing,4.0,79.952,25.0,True,missing,,Amsterdam Avenue,195743133,,,
99,99,missing,missing,residential,missing,4.0,127.11,25.0,True,missing,,West 89th Street,5669008,,,
100,100,missing,missing,primary,missing,4.0,81.003,25.0,True,missing,,Broadway,404253364,,,
101,101,missing,missing,residential,missing,4.0,215.979,25.0,True,missing,,West 89th Street,5669008,,,
102,102,missing,missing,secondary,missing,4.0,79.035,25.0,False,missing,,West End Ave.,320516790,,,
103,103,missing,missing,secondary,missing,4.0,81.578,25.0,False,missing,,West End Ave.,320516790,,,
104,104,missing,missing,secondary,missing,4.0,94.109,25.0,False,missing,,Riverside Drive,46111607,,,
105,105,missing,missing,secondary,missing,4.0,84.18900000000001,25.0,False,missing,"LINESTRING (586164.2350129026 4516142.670580822, 586155.4043256976 4516137.271934267, 586145.3541357854 4516130.804378798, 586137.956087674 4516124.834013224, 586131.3199236792 4516118.6504791, 586122.2801453702 4516109.463551088, 586111.9916719948 4516097.364397385, 586107.9178008856 4516091.421653745, 586104.1182942902 4516085.10462716)",Riverside Drive,46111607,,,
106,106,missing,missing,trunk,missing,4.0,304.78100000000006,35.0,True,missing,"LINESTRING (583249.1416340712 4507146.777094851, 583251.4259452078 4507154.007948554, 583253.5555673969 4507162.22514867, 583255.1805868808 4507170.991789085, 583278.9372325139 4507328.207949453, 583280.5016804519 4507337.096042015, 583282.4925464587 4507346.377493467, 583284.941746215 4507356.219193144, 583296.8116046921 4507399.794749315, 583305.9545265024 4507431.171868567, 583309.4196014969 4507444.577641091)",West Street,195743264,NY 9A,,
107,107,missing,missing,residential,missing,4.0,20.872,25.0,False,missing,"LINESTRING (583249.1416340712 4507146.777094851, 583242.9890186007 4507150.760304681, 583237.4516893274 4507154.11760629, 583231.1716559171 4507157.411069877)",Liberty Street,438899450,,,
108,108,missing,missing,secondary,missing,4.0,113.00800000000001,25.0,False,missing,"LINESTRING (583483.9923746572 4507000.026865885, 583487.6708269698 4506994.461723771, 583571.5652970462 4506946.879151516, 583580.2804451028 4506941.93698935)",Liberty Street,460624363,,,
109,109,missing,missing,secondary,missing,4.0,86.00399999999999,25.0,True,missing,"LINESTRING (583483.9923746572 4507000.026865885, 583500.5580415095 4507030.166592579, 583509.9852072473 4507048.26910782, 583523.762405942 4507076.190405996)",Church Street,460624365,,,
110,110,missing,missing,residential,missing,4.0,115.54899999999999,25.0,True,missing,"LINESTRING (583580.2804451028 4506941.93698935, 583587.797670319 4506937.591954412, 583655.2829014241 4506898.596079566, 583679.8732379682 4506883.108453006)",Liberty Street,46160330,,,
111,111,missing,missing,secondary,missing,3.0,47.24900000000001,25.0,True,missing,"LINESTRING (583580.2804451028 4506941.93698935, 583576.4211405632 4506935.798493952, 583559.0831922169 4506908.22557723, 583555.0472096439 4506902.018492276)",Broadway,222299275,,,
112,112,missing,missing,secondary,missing,4.0,113.00800000000001,25.0,False,missing,"LINESTRING (583580.2804451028 4506941.93698935, 583571.5652970462 4506946.879151516, 583487.6708269698 4506994.461723771, 583483.9923746572 4507000.026865885)",Liberty Street,460624363,,,
113,113,missing,missing,residential,missing,4.0,135.89,25.0,True,missing,,Liberty Street,46160330,,,
114,114,missing,missing,residential,missing,4.0,62.526,25.0,True,missing,,Nassau Street,46160365,,,
115,115,missing,missing,residential,missing,4.0,88.26,25.0,True,missing,,Liberty Street,46160330,,,
116,116,missing,missing,residential,missing,4.0,36.478,25.0,True,missing,,William Street,526839039,,,
117,117,missing,missing,residential,missing,4.0,97.556,25.0,True,missing,,Maiden Lane,46154327,,,
118,118,missing,missing,secondary,missing,4.0,79.387,25.0,False,missing,"LINESTRING (583843.1348479463 4506730.077810525, 583858.6924087504 4506717.031068732, 583901.0298491355 4506675.777030964)",Maiden Lane,525656841,,,
119,119,missing,missing,motorway_link,missing,1.0,41.723,25.0,True,missing,"LINESTRING (589948.858945156 4517301.607006053, 589946.9979849858 4517306.169701613, 589945.5330959714 4517309.382710585, 589942.9068092743 4517312.359545097, 589940.4855371942 4517316.515738022, 589939.3758232426 4517318.966995626, 589938.58125858 4517321.866185723, 589938.2229097739 4517324.970525709, 589937.9539069652 4517329.052971651, 589938.1340792269 4517332.274885719, 589938.7417604192 4517335.724048769, 589939.9762262721 4517340.357698849)",,5669025,,,
120,120,missing,missing,residential,missing,4.0,46.451,25.0,True,missing,"LINESTRING (589948.858945156 4517301.607006053, 589938.6448113567 4517304.846837436, 589926.4542103675 4517311.049219644, 589918.8562515411 4517314.920424574, 589906.8820380864 4517321.369723984)",East 124th Street,194933369,,,
121,121,missing,missing,motorway_link,missing,1.0,84.68799999999999,25.0,True,missing,"LINESTRING (589939.9762262721 4517340.357698849, 589943.8042930138 4517344.700920158, 589947.2242893084 4517347.218371443, 589952.1557155421 4517349.632080738, 589957.201795669 4517351.636395786, 589962.1422633734 4517353.30635479, 589967.6290800978 4517354.450043947, 589971.934464628 4517354.924316668, 589975.273553292 4517355.075965623, 589980.6839936253 4517354.175876225, 589984.3567317028 4517353.254646802, 589988.7939298066 4517351.909723951, 589993.6789591881 4517349.815283612, 590000.5098970435 4517346.578765431, 590017.7384506834 4517339.582933337)",,194933382,,,
122,122,missing,yes,motorway_link,missing,1.0,340.25200000000007,25.0,True,missing,"LINESTRING (590017.7384506834 4517339.582933337, 590117.8290385751 4517285.800137527, 590184.0651159266 4517249.225423993, 590195.7822981761 4517243.128709084, 590201.8575140942 4517240.30505054, 590209.4452782148 4517237.288898656, 590217.5646265841 4517234.268136513, 590222.8760895244 4517232.501018384, 590230.984884962 4517230.346137225, 590239.6367169828 4517228.630888414, 590247.2010747672 4517227.535222161, 590257.5672749761 4517226.373834445, 590264.5943336901 4517225.060681018, 590270.3235309221 4517223.63177009, 590275.6336600521 4517221.975698058, 590283.8574319681 4517219.389279854, 590291.6620040517 4517216.586805141, 590300.9812699745 4517212.725889517, 590327.2704227486 4517202.377414816)",,"[194933377, 32965210, 122625733, 46240262]",,,
123,123,missing,yes,motorway_link,missing,2.0,340.25200000000007,25.0,True,missing,"LINESTRING (590017.7384506834 4517339.582933337, 590117.8290385751 4517285.800137527, 590184.0651159266 4517249.225423993, 590195.7822981761 4517243.128709084, 590201.8575140942 4517240.30505054, 590209.4452782148 4517237.288898656, 590217.5646265841 4517234.268136513, 590222.8760895244 4517232.501018384, 590230.984884962 4517230.346137225, 590239.6367169828 4517228.630888414, 590247.2010747672 4517227.535222161, 590257.5672749761 4517226.373834445, 590264.5943336901 4517225.060681018, 590270.3235309221 4517223.63177009, 590275.6336600521 4517221.975698058, 590283.8574319681 4517219.389279854, 590291.6620040517 4517216.586805141, 590300.9812699745 4517212.725889517, 590327.2704227486 4517202.377414816)",,"[194933377, 32965210, 122625733, 46240262]",,,
124,124,missing,yes,motorway_link,missing,2.0,257.62399999999997,25.0,True,missing,"LINESTRING (590169.2860628451 4517176.379352645, 590165.4837888812 4517180.996046395, 590161.8597960422 4517186.214450412, 590158.9853624697 4517191.541916162, 590156.8784404953 4517196.88984166, 590154.9582793404 4517203.527934336, 590153.8952175804 4517211.142392984, 590154.1403082913 4517218.028930672, 590155.0371946357 4517224.046316442, 590157.1161457151 4517229.989292313, 590158.9909698914 4517235.374655415, 590161.7370925752 4517240.570796215, 590164.7046571043 4517244.903642838, 590168.3107504135 4517249.455223288, 590172.797343161 4517253.06272617, 590178.2528036986 4517256.781968246, 590183.6103733169 4517259.534103134, 590189.7402710535 4517261.218717841, 590195.3284884279 4517262.352708826, 590202.2319336659 4517262.869902804, 590208.5976281284 4517262.514548704, 590213.4624301286 4517261.397023896, 590219.1968698684 4517259.53514069, 590227.2188991648 4517256.191229804, 590234.0586011247 4517252.943926782, 590302.6365338404 4517218.119713419, 590327.2704227486 4517202.377414816)",,"[46240265, 46240268]",,,
125,125,missing,missing,secondary,missing,4.0,84.127,25.0,True,missing,"LINESTRING (583795.611713997 4511280.810103384, 583828.728852364 4511342.546196389, 583835.3522622028 4511354.888994175)",11th Avenue,5669945,,,
126,126,missing,yes,motorway_link,missing,1.0,285.923,40.0,True,missing,"LINESTRING (584272.8936499658 4506649.859914378, 584299.8696643611 4506665.520486603, 584310.6068298509 4506672.303715882, 584370.123962566 4506711.981768003, 584380.4117669449 4506718.893217858, 584390.1705181899 4506725.521113828, 584443.4367904896 4506762.064518064, 584448.4205593709 4506765.851533921, 584452.8296462353 4506769.654216694, 584456.8216467293 4506773.729706886, 584460.3548294456 4506778.033120501, 584463.7833352635 4506783.367837698, 584466.3788294494 4506788.404420093, 584468.2881860265 4506793.599723944, 584469.673675706 4506798.800166845, 584471.0460208117 4506805.155076692, 584471.7106995148 4506810.591560198, 584471.7995467618 4506816.887450635, 584471.2949304882 4506823.365320395, 584470.2606788351 4506828.871279906, 584468.9865103704 4506833.930425199)",,"[46177184, 25561915]",,,
