,access,bridge,geometry,highway,junction,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,width
7848,,,"LINESTRING (584594.6632678244 4512418.947545352, 584580.6800430783 4512426.614895132, 584563.3889025821 4512435.643378919, 584554.2814400437 4512439.946972362, 584542.4055124739 4512445.684464862, 584531.2186410786 4512450.963548185, 584518.1191127786 4512455.921063836)",motorway,,1,84.968,,Lincoln Tunnel Expressway,True,"[46482819, 46482821]",NY 495,,,
7849,,,"LINESTRING (584548.8605644106 4512417.114514996, 584461.1631356005 4512463.109506106, 584433.1963200647 4512477.778589582)",unclassified,,,130.429,,West 39th Street,True,46482541,,,,
7850,,,"LINESTRING (584836.4841250451 4512188.478491683, 584834.9468976596 4512197.387046845, 584834.3613225865 4512202.076566811, 584832.2487240566 4512209.624065899, 584828.8611243853 4512217.190270816, 584821.6058333153 4512227.065851619)",motorway,,2,42.191,,Lincoln Tunnel Expressway,True,46492008,,,,
7851,,,"LINESTRING (584836.4841250451 4512188.478491683, 584838.0146777218 4512197.844064976, 584837.4864830332 4512205.631752982, 584835.5734705986 4512214.180734222, 584832.5060750736 4512224.748196193, 584828.5614132152 4512233.040766095, 584824.169249721 4512241.339315638, 584816.4351802962 4512251.74232354, 584804.2195620382 4512262.771263163, 584785.4767586511 4512278.344018103, 584767.8985558652 4512291.010270607, 584745.5160611913 4512307.429646639, 584727.4718919131 4512320.989938038, 584708.7474244239 4512334.986579384, 584691.1354086832 4512349.895263077, 584667.2387869003 4512372.514779911, 584655.220516054 4512381.82537301, 584643.9789654203 4512389.657168053, 584634.8813158094 4512396.047987874, 584623.699078595 4512403.125541861, 584613.0438103947 4512409.154424482, 584599.0799653457 4512416.59991812, 584594.6632678244 4512418.947545352)",motorway,,1,346.955,,Lincoln Tunnel Expressway,True,"[46492009, 46492034, 36806909, 46482821]",NY 495,,yes,
7852,,,"LINESTRING (584591.0289677355 4511992.016104798, 584605.8622659255 4512004.608837366, 584618.7202158546 4512012.005421955, 584631.8682486783 4512018.395045453, 584646.0754275733 4512023.708781693, 584657.6245993595 4512026.682915854, 584692.089969195 4512036.025228349, 584720.03448428 4512047.857728456, 584737.5958806844 4512056.629477832, 584753.3456988113 4512065.824630625, 584770.5809016563 4512083.174717747, 584784.8863110881 4512099.802978344, 584809.8348684583 4512137.314205247)",motorway,,2,271.096,,Lincoln Tunnel Expressway,True,"[207542284, 36806908, 36806670]",NY 495,,yes,
7853,,,,tertiary,,,7.788,25 mph,West 31st Street,True,46490537,,,,
7854,,,"LINESTRING (584468.3266030253 4511731.946541818, 584537.5997726569 4511862.210200278, 584545.1553350531 4511881.503181482, 584552.8867529962 4511904.6173268, 584556.2575506833 4511917.001417368, 584560.8451675948 4511931.508812633, 584566.2646453049 4511944.882183624, 584574.6241109266 4511962.51905243, 584581.7468689746 4511975.334569621, 584591.0289677355 4511992.016104798)",motorway_link,,2,288.633,,,True,"[291195833, 5672730, 375471550]",NY 495,,yes,
7855,,,"LINESTRING (584683.2349130583 4512329.099356939, 584699.4922583138 4512312.321098393, 584709.1136726876 4512302.960958256, 584717.5620412151 4512296.518391032, 584726.4663725933 4512290.069946382, 584738.0911793904 4512283.441692012, 584782.0697240782 4512259.586730218, 584793.2337233265 4512253.397373366, 584801.9023821366 4512247.634654611, 584809.0888369165 4512241.555216159, 584813.4632714704 4512237.75284198, 584816.9126106458 4512233.640118418, 584819.6287129552 4512229.41908055, 584821.6058333153 4512227.065851619)",motorway,,2,173.521,,"['Lincoln Tunnel Expressway', 'West 30th Street / West 33 Street']",False,"[46492016, 36806907, 46492015]",NY 495,,yes,
7856,,,"LINESTRING (584683.2349130583 4512329.099356939, 584690.4103910321 4512313.627232238, 584700.9099861307 4512300.557890107, 584707.2504815669 4512292.403675841, 584714.0593131622 4512285.376143774, 584723.8304306498 4512277.694164043, 584743.9681799941 4512261.937376171, 584751.9454336613 4512256.832821392, 584757.6429923018 4512253.967035647, 584763.7724403308 4512252.460663331, 584770.3472974173 4512251.869772771, 584776.4612502257 4512251.717700509, 584781.6592919218 4512252.665368883, 584786.846786132 4512254.534401895, 584791.3403772783 4512257.283670614, 584794.9254230013 4512260.488833487, 584800.592523895 4512267.659111206, 584811.5895469529 4512278.265484136)",motorway_link,,1,171.998,,,True,36807164,,,,
7857,,,"LINESTRING (584683.2349130583 4512329.099356939, 584696.8639025167 4512318.474961997, 584727.4152959716 4512300.106075746, 584772.7878947769 4512276.144883659, 584782.2741824915 4512274.177346803, 584792.0411573459 4512274.977480224, 584800.6733108904 4512277.563189455, 584807.5128113716 4512281.138683449, 584818.8349643189 4512290.627469396)",motorway_link,,1,155.02499999999998,,,True,46492017,,,,
7858,,,"LINESTRING (584821.6058333153 4512227.065851619, 584825.1028490156 4512215.104429363, 584826.5313426371 4512206.105809632, 584827.0412942418 4512195.486853889, 584827.4199510376 4512187.486511488, 584825.3418444425 4512178.014751027, 584820.5601329197 4512167.246383454, 584815.7984754255 4512159.886620997, 584807.8672245921 4512150.636507657, 584802.2781302265 4512146.231565687)",motorway,,2,89.844,,Lincoln Tunnel Expressway,True,46492007,NY 495,,,
7859,,,"LINESTRING (584821.6058333153 4512227.065851619, 584819.6287129552 4512229.41908055, 584816.9126106458 4512233.640118418, 584813.4632714704 4512237.75284198, 584809.0888369165 4512241.555216159, 584801.9023821366 4512247.634654611, 584793.2337233265 4512253.397373366, 584782.0697240782 4512259.586730218, 584738.0911793904 4512283.441692012, 584726.4663725933 4512290.069946382, 584717.5620412151 4512296.518391032, 584709.1136726876 4512302.960958256, 584699.4922583138 4512312.321098393, 584683.2349130583 4512329.099356939)",motorway,,2,173.521,,"['Lincoln Tunnel Expressway', 'West 30th Street / West 33 Street']",False,"[46492016, 36806907, 46492015]",NY 495,,yes,
7860,,,"LINESTRING (584802.2781302265 4512146.231565687, 584782.3259322294 4512135.411692103, 584708.2400605 4512089.222807851)",motorway_link,,,109.86699999999999,,,True,36806677,,,,
7861,,,"LINESTRING (584802.2781302265 4512146.231565687, 584786.6120218327 4512129.743122894, 584754.4095892567 4512102.707158136, 584736.9321915164 4512087.341628334, 584721.2308959448 4512075.382620757, 584696.4285194294 4512059.733580591, 584665.0989248551 4512044.176555659, 584642.2742694751 4512033.490777133, 584626.4571152386 4512025.738380356, 584613.0852835352 4512018.247094301, 584602.0168737674 4512011.614802473, 584590.8817008554 4512002.694717011, 584579.4977936124 4511991.895541457)",motorway,,2,272.84,,Lincoln Tunnel Expressway,True,"[36806673, 465256869, 36806671]",NY 495,,yes,
7862,,yes,"LINESTRING (584579.4977936124 4511991.895541457, 584565.0677060944 4511966.162491309, 584557.4643944274 4511951.065560373, 584549.8327940442 4511932.52664169, 584543.8931856777 4511912.941233234, 584537.5555435123 4511889.021441563, 584534.3901392559 4511883.789503866, 584524.6440395062 4511878.893261817)",motorway_link,,,128.789,,,True,"[46491169, 36806901]",,,,
7863,,,"LINESTRING (584579.4977936124 4511991.895541457, 584571.265242952 4511983.85239361, 584563.595358519 4511973.850593448, 584555.6548659616 4511963.146276183)",motorway,,2,37.442,,West 30th Street,True,465256868,NY 495,,,
7864,,,"LINESTRING (584555.6548659616 4511963.146276183, 584545.9859805864 4511940.398587972, 584540.4728921093 4511926.346932122, 584536.1128552629 4511912.608197643, 584531.8859022029 4511893.863905289, 584531.2815333874 4511880.978489297, 584529.0876578995 4511865.332700503, 584515.3476627758 4511838.275377214, 584461.3716682796 4511735.475452576)",motorway_link,,2,248.83700000000002,,,True,"[291195834, 68325075, 375471551]",NY 495,,yes,
7865,,,,tertiary,,,102.594,25 mph,West 31st Street,True,46490537,,,,
7866,,,"LINESTRING (584461.3716682796 4511735.475452576, 584447.9029697961 4511705.31275952, 584445.1584779532 4511697.954047339, 584444.0633366879 4511694.777447611, 584443.2049800769 4511690.826395383)",primary,,,48.340999999999994,25 mph,Dyer Avenue,True,500182596,,,,
7867,,,"LINESTRING (584443.2049800769 4511690.826395383, 584443.1253849724 4511687.439327789, 584443.4021528411 4511683.157046651, 584444.7029121638 4511678.664393747, 584446.1694728443 4511674.440082873, 584447.8579268929 4511670.007360391, 584449.7029458217 4511666.653332917, 584451.435818232 4511663.508968654, 584453.2854859688 4511660.488059964, 584456.7177037108 4511657.141024956, 584461.6310453081 4511653.477811641, 584465.3978694738 4511651.144892171, 584471.4339867638 4511647.494485794, 584489.2859863603 4511633.853647709)",primary,,,77.407,25 mph,Dyer Avenue,True,5670275,,,,
7868,,,"LINESTRING (584443.2049800769 4511690.826395383, 584445.2550390541 4511691.704628882, 584447.4550255927 4511692.76220656, 584450.2276263641 4511694.692280983, 584451.2883110683 4511696.447411718, 584452.4028095625 4511697.925601916, 584454.1702170974 4511702.12016354)",primary,,,16.499,25 mph,Dyer Avenue,True,500182595,,,,
7869,,,,primary,,,33.045,25 mph,Dyer Avenue,True,46226335,,,,
7870,,,"LINESTRING (584746.7447621532 4512082.702146316, 584774.5873019457 4512105.635879183, 584809.8348684583 4512137.314205247)",motorway_link,,,83.411,,,True,36806661,,,,
7871,,,,motorway_link,,,40.214,,,True,36806661,,,,
7872,,,"LINESTRING (584716.6146265212 4512056.034232746, 584772.3635973383 4512026.252012216, 584803.50432381 4512009.622095992)",secondary,,,98.37700000000001,,West 36th Street,True,542256188,,,,
7873,,,"LINESTRING (584708.2400605 4512089.222807851, 584700.7982603409 4512077.75797624, 584694.4521697994 4512067.926598918)",motorway_link,,,25.381,,Dyer Avenue,True,46492010,,,,
7874,,yes,,unclassified,,,19.055,25 mph,West 33rd Street,True,273019805,,,,
7875,,yes,"LINESTRING (584541.3641476645 4511869.702715292, 584539.7845914708 4511879.387988406, 584541.2217367594 4511886.62080093, 584547.3616796832 4511908.6287658, 584553.6728692694 4511929.683905117, 584560.1688344745 4511947.121851756, 584568.99015786 4511963.49833799, 584578.2754927112 4511977.681903115, 584591.0289677355 4511992.016104798)",motorway_link,,,135.48999999999998,,,True,"[36806896, 46491168]",,,,
7876,,yes,"LINESTRING (584524.6440395062 4511878.893261817, 584520.5235218068 4511881.155501078, 584445.0497426685 4511921.55045901)",unclassified,,1,90.185,25 mph,West 33rd Street,True,"[273019805, 456447349]",,,,
7877,,,"LINESTRING (584656.7880147903 4512280.868914208, 584674.3201946524 4512278.859974123, 584684.2607483704 4512277.030731661, 584695.3755784516 4512274.393367382, 584702.8402845864 4512272.025140316, 584710.4754691133 4512269.514541843, 584718.7891909919 4512265.990310517, 584741.2822113031 4512255.411867959, 584755.3630292956 4512248.112299125, 584761.5002301323 4512245.928780074, 584768.0829689141 4512244.64964189, 584773.7470039031 4512244.714462234, 584780.5311754232 4512245.014151119, 584787.0750373848 4512247.131854521, 584792.42810847 4512250.024188019, 584796.8734488081 4512254.038557312, 584800.3456351697 4512258.252730083, 584804.0950106778 4512264.801537949, 584811.5895469529 4512278.265484136)",motorway_link,,1,177.58999999999997,,,True,5669218,,,,
7878,,,"LINESTRING (584656.7880147903 4512280.868914208, 584674.6510944457 4512273.545810177, 584684.5200617817 4512270.594428855, 584695.9564261168 4512266.417537404, 584705.4793883662 4512262.718380825, 584713.9182740391 4512258.584954996, 584744.9446828661 4512241.520523454)",motorway_link,,1,96.655,,,True,5669356,,,,
7879,,,,motorway_link,,,14.337,,,True,36807165,,,,
7880,,,,secondary,,,5.457,25 mph,5th Avenue,True,5672965,,,,
7881,,,"LINESTRING (585366.3085753045 4510661.429669635, 585363.9231591453 4510636.133623105, 585363.6675501327 4510633.399541814, 585364.4523356223 4510627.579935044, 585364.5858404599 4510618.921769948, 585359.5244078207 4510586.223055332, 585351.1204599607 4510551.931547428, 585347.2349724582 4510538.097893023)",tertiary,,2,125.63499999999999,25 mph,Broadway,True,"[543717203, 22898643]",,,,
7882,,,,primary,,,86.226,,Broadway,True,402097157,,,,
7883,,,,residential,,,93.152,,West 116th Street,False,402097158,,,,
7884,,,"LINESTRING (587382.1656467363 4517967.309891624, 587389.7109399241 4517963.435510894, 587397.8334758014 4517959.257093651)",residential,,,17.592,,West 116th Street,False,49688932,,,,
7885,,,,residential,,,90.878,,West 120th Street,False,196117063,,,,
7886,,,,residential,,,83.881,,West 120th Street,False,196117063,,,,
7887,,,,residential,,,167.243,,Claremont Avenue,False,444907552,,,,
7888,,,"LINESTRING (587457.119780085 4518286.69071907, 587425.4389765317 4518227.939580811, 587423.2349003426 4518223.861140876)",residential,,,71.435,,Claremont Avenue,False,444907552,,,,
7889,,,,residential,,,76.574,25 mph,Rutgers Street,True,5672402,,,,
7890,,,,residential,,,12.893,,,False,451954043,,,,
7891,,yes,,primary,,3,337.117,30 mph,Brooklyn Bridge,True,432550257,,,,
7892,,yes,,primary,,2,69.097,30 mph,Brooklyn Bridge,True,46116316,,,,
7893,,yes,"LINESTRING (584206.1626018706 4507171.288248925, 584200.2010112806 4507179.236287346, 584196.7627730959 4507184.437447303, 584193.8527844287 4507189.244928669, 584191.5692577494 4507193.937397219, 584189.4139565621 4507199.241935592, 584187.776180089 4507203.608670678, 584186.5089359323 4507208.079529257, 584185.8771006055 4507212.391066931, 584185.8976851604 4507215.78853548, 584186.1392745823 4507219.066388994, 584186.8116554081 4507222.349130823, 584187.6446524941 4507225.62259324, 584189.0108104666 4507228.813289244, 584191.1879941111 4507232.002086844, 584194.0010854162 4507234.987162127, 584197.3315756234 4507237.789375058, 584201.1913128638 4507240.109104752, 584205.313399215 4507241.643566713, 584208.9045857524 4507242.31714523, 584213.0314527001 4507242.685947767, 584217.081285039 4507242.398855625, 584220.9262465885 4507241.554336158, 584224.8617267475 4507240.177946566, 584228.186257446 4507238.295029488, 584230.6827435259 4507236.424917003, 584233.3915344735 4507233.713457867, 584235.858770638 4507230.699501)",motorway_link,,1,119.13300000000001,30 mph,,True,"[25562077, 414746383]",,,,
7894,,yes,"LINESTRING (584157.9455707826 4507220.800408226, 584127.0554083529 4507256.198750188, 584123.4732682139 4507260.687777977, 584120.2204334642 4507265.191643283, 584117.7855474605 4507269.083067787, 584115.8613901123 4507273.379958243, 584114.7270837987 4507278.052172666, 584114.6321159137 4507282.702864712, 584115.3190524554 4507287.684381998, 584116.2611544053 4507292.513363438, 584117.6583617018 4507296.692482772, 584119.6763376337 4507300.512272545, 584121.9947324517 4507303.913590513, 584124.7321789577 4507306.864475926, 584128.0374466879 4507309.655270174, 584130.8541699738 4507311.574564023, 584134.1836159372 4507312.977875977, 584137.8306275837 4507313.940707961, 584141.6866561725 4507314.350808568, 584144.7881389395 4507314.252759773, 584148.2983413631 4507313.870694158, 584151.7963093921 4507313.077714626, 584155.0358274198 4507311.982049005, 584158.256428107 4507310.319964322, 584161.3760368009 4507307.879590028, 584163.6582809224 4507305.529636217, 584165.7356530748 4507302.622255071, 584167.3599217007 4507299.443284226, 584168.4091788365 4507296.313300546, 584169.0637034079 4507292.979001347, 584169.3923288623 4507289.330146709, 584169.0550408593 4507285.551614392, 584168.2955460788 4507282.501029178, 584166.975276317 4507278.988897086, 584165.5401591115 4507275.919545404, 584163.8621068205 4507273.41364394, 584162.0787875673 4507271.25071307, 584159.4114350608 4507268.078567631, 584155.9041804462 4507264.475017131, 584148.7869248324 4507258.132717861, 584143.5900602004 4507256.019891813, 584137.5606044565 4507253.575667117, 584122.4353298713 4507247.919726829, 584115.9150760697 4507246.291508526, 584109.799277555 4507245.500536755, 584104.1885438886 4507245.614563419, 584098.8246733148 4507246.308700377, 584092.5059473505 4507247.769163232, 584086.0678530606 4507250.072035966, 584080.8655384211 4507252.910716631, 584076.2163173677 4507256.144241246, 584055.4093557769 4507271.029496676, 584050.4356353928 4507273.826379695, 584045.8683513564 4507275.795214945, 584040.4988724481 4507277.73276172, 584034.6859896013 4507279.287819493, 584029.0557732306 4507280.37866373, 584023.1497049285 4507281.211040452, 584016.6070849122 4507281.558824177, 584010.8888356911 4507281.471865803, 584004.7542783981 4507280.847298689, 583999.037762244 4507279.861101511, 583992.62355116 4507278.567254095, 583986.1793205733 4507276.940010405)",primary_link,,"['1', '2']",377.37499999999994,30 mph,Park Row,True,"[165733924, 32922468, 122660461, 420888150, 5669206]",,,,
7895,,yes,"LINESTRING (584157.9455707826 4507220.800408226, 584112.3479733767 4507265.102386145, 584100.9072976846 4507277.218274049, 584097.0633317387 4507281.704346023, 584093.842170306 4507286.397316635, 584090.9992322556 4507291.26110666, 584088.6752189652 4507296.552658095, 584086.8649540796 4507301.98325793, 584085.8294065511 4507307.633578127, 584085.6162186295 4507313.026769254, 584086.1080314156 4507318.827625516, 584087.0149935181 4507324.522166511, 584088.5259526529 4507329.846083128, 584090.3514529548 4507334.995932191, 584091.7045280919 4507338.597238699, 584095.4933525013 4507344.935061241, 584116.570759488 4507371.008539917, 584119.9991327394 4507378.585721836, 584122.9019808884 4507390.042673041)","['primary', 'primary_link']",,2,207.68200000000002,30 mph,Brooklyn Bridge,True,"[32922453, 533472709, 356140743]",,,,
7896,,yes,"LINESTRING (586394.6832676702 4507642.024487307, 586297.102435158 4507680.734349628, 586253.5081499249 4507701.499082131)",motorway,,2,153.017,35 mph,Williamsburg Bridge,True,46359922,,,,
7897,,yes,"LINESTRING (586395.5666112064 4507648.140969616, 586297.4580958408 4507687.921590218, 586253.5081499249 4507701.499082131)",motorway,,2,151.605,35 mph,Williamsburg Bridge,True,40337615,,,,
7898,,,,residential,,,16.968,25 mph,Eldridge Street,True,127691872,,,,
7899,,,"LINESTRING (585191.2147612165 4508101.112223831, 585196.5010463267 4508099.041333792, 585250.3059013742 4508077.965991076, 585256.2965510918 4508075.614583139)",primary,,,69.781,25 mph,Delancey Street,True,421827958,,,,
7900,,,,residential,,,17.428,25 mph,Forsyth Street,True,40709928,,,,
7901,,,"LINESTRING (585118.3058297997 4508127.841748631, 585184.6321751875 4508103.523497707, 585191.2147612165 4508101.112223831)",primary,,,77.519,25 mph,Delancey Street,True,5669857,,,,
7902,,,"LINESTRING (585382.6752470011 4508023.322869568, 585388.1498840172 4508021.043340954, 585425.0678586881 4508006.758100991, 585441.2232536343 4508000.504939298, 585451.4221897178 4507996.559046221)",primary,,,73.65,25 mph,Delancey Street,True,"[421827960, 421827962]",,,,
7903,,,"LINESTRING (585382.6752470011 4508023.322869568, 585379.6016570927 4508015.149622426, 585348.4458570023 4507932.435417606)",residential,,,97.229,25 mph,Ludlow Street,True,446864091,,,,
7904,,,,residential,,,18.995,25 mph,Orchard Street,True,446864089,,,,
7905,,,"LINESTRING (585318.9041117453 4508049.356300241, 585324.9385697094 4508046.872224916, 585361.4675020149 4508031.87166256, 585376.7870148893 4508025.575437141, 585382.6752470011 4508023.322869568)",primary,,,68.769,25 mph,Delancey Street,True,"[446864088, 421827961]",,,,
7906,,,,residential,,,18.873,25 mph,Essex Street,False,231393430,,,,
7907,,,"LINESTRING (585451.4221897178 4507996.559046221, 585447.880025905 4507987.270157278, 585416.9099168729 4507906.089885312)",residential,,,96.93599999999999,25 mph,Essex Street,False,194923768,,,,
7908,,,"LINESTRING (585451.4221897178 4507996.559046221, 585460.9848700869 4507992.850083145, 585518.4456192339 4507970.59753469)",primary,,,71.754,25 mph,Delancey Street,True,231393429,,,,
7909,,,,residential,,,19.846,25 mph,Norfolk Street,True,496990211,,,,
7910,,,"LINESTRING (585518.4456192339 4507970.59753469, 585581.9374180045 4507942.541971774, 585588.4241818505 4507939.674750043)",primary,,,76.38600000000001,25 mph,Delancey Street,True,496990216,,,,
7911,,,"LINESTRING (585588.4241818505 4507939.674750043, 585584.5211596201 4507929.460151032, 585555.2976596407 4507852.951224844)",residential,,,92.938,25 mph,Suffolk Street,True,46349390,,,,
7912,,,"LINESTRING (585588.4241818505 4507939.674750043, 585595.7290787162 4507936.184152622, 585626.7665864807 4507921.343545021, 585650.2053295459 4507909.113139105, 585656.6881905799 4507905.857355504)",primary,,,76.082,25 mph,Delancey Street,True,"[485165665, 40337695]",,,,
7913,,,"LINESTRING (585596.4290555068 4507960.439314423, 585590.0045029481 4507963.040795229, 585525.2505487781 4507989.216572844)",primary,,,76.649,25 mph,Delancey Street,True,463035843,,,,
7914,,,"LINESTRING (585285.3094752023 4508083.19782271, 585308.2375249777 4508147.587433118, 585331.1650293799 4508211.98822763, 585333.1238012359 4508217.206564735)",primary,,,142.45000000000002,25 mph,Allen Street,True,221687790,,,,
7915,,,"LINESTRING (585285.3094752023 4508083.19782271, 585278.6371485051 4508086.063170007, 585269.2938952288 4508089.80819193, 585262.6234950506 4508092.50704347)",primary,,,24.483,25 mph,Delancey Street,True,"[451954055, 485165666, 221687791]",,,,
7916,,,,primary,,,18.059,25 mph,Allen Street,True,524395516,,,,
7917,,,"LINESTRING (585262.6234950506 4508092.50704347, 585256.6425785213 4508094.747536589, 585201.3558094284 4508115.417233276, 585197.1734935457 4508116.979000302)",primary,,,69.755,25 mph,Delancey Street,True,524395517,,,,
7918,,,,secondary,,,18.09,25 mph,Chrystie Street,False,46139043,,,,
7919,,,"LINESTRING (585061.9895203478 4508169.10620039, 585047.4085080158 4508174.401236606, 585025.5668445871 4508182.321981686, 584981.0882818105 4508199.020515249, 584975.5435380929 4508197.85787621, 584964.9343119306 4508195.638031513)",primary,,,102.577,25 mph,Delancey Street,True,"[420354147, 420354141]",,,,
7920,,,"LINESTRING (585061.9895203478 4508169.10620039, 585065.9793992089 4508179.898819305, 585111.1373649035 4508302.029620167)",secondary,,,141.88000000000002,25 mph,Chrystie Street,False,454963832,,,,
7921,,,,residential,,,38.562,25 mph,Henry Street,False,5670402,,,,
7922,,,,residential,,,32.558,25 mph,Henry Street,False,5670402,,,,
7923,,,,residential,,,81.61,25 mph,Mechanics Alley,True,40837875,,,,
7924,,,"LINESTRING (584992.696202242 4507313.404426406, 585025.5733312895 4507317.278310652, 585046.9093347334 4507319.787696178, 585094.550226465 4507325.407647217)",secondary,,,102.334,25 mph,Madison Street,False,414750044,,,,
7925,,,"LINESTRING (584992.696202242 4507313.404426406, 584981.5346833878 4507312.088640715, 584977.4176001843 4507311.608499757, 584943.1145676175 4507307.574176818)",secondary,,,49.814,25 mph,Madison Street,False,414750044,,,,
7926,,,"LINESTRING (584760.8758917509 4507659.535935751, 584777.4017850936 4507680.008331521, 584779.8606098959 4507682.911878362, 584782.4120163168 4507685.105949349, 584785.3645878421 4507686.938236861, 584788.3264202039 4507687.96017759, 584791.2421413864 4507688.581916576, 584794.3588538747 4507688.617542499, 584797.5287825083 4507688.431735897, 584801.0035981551 4507687.438962131, 584804.2053949879 4507685.943473903, 584807.6364441316 4507683.606847741, 584810.9096092914 4507680.302534594, 584822.0619337179 4507669.816431792)",primary_link,,,80.566,35 mph,,True,43203195,,,,
7927,,,"LINESTRING (584760.8758917509 4507659.535935751, 584772.3762695352 4507685.857219958, 584784.2633909566 4507713.071114209, 584786.5303820132 4507718.714691895, 584789.2515854557 4507726.006574198, 584793.5747637236 4507742.431600766)",primary,,,89.36599999999999,25 mph,Bowery,True,"[420355083, 496982787]",,,,
7928,,,"LINESTRING (587130.3889000881 4517461.089883655, 587119.2256275899 4517466.975852703, 587114.4462309881 4517469.495301069)",residential,,,17.997999999999998,,West 109th Street,True,5671570,,,,
7929,,,"LINESTRING (587130.3889000881 4517461.089883655, 587139.4603157723 4517478.083487135, 587166.4747391725 4517528.817766233)",primary,,,76.797,,Broadway,True,196116985,,,,
7930,,,,primary,,,80.004,,Broadway,True,195743139,,,,
7931,,,"LINESTRING (587244.3387721224 4517670.71406383, 587403.3416753327 4517585.315848269, 587409.1744083342 4517582.187302225, 587477.5296232204 4517545.469509037)",residential,,,264.342,,West 112th Street,True,5670544,,,,
7932,,,,primary,,,79.622,,Broadway,True,195743139,,,,
7933,,,"LINESTRING (587282.1791189309 4517741.138967203, 587271.6351602518 4517746.754451171, 587266.3885573704 4517749.556946934)",residential,,,17.87,,West 113th Street,True,166084358,,,,
7934,,,,primary,,,80.863,,Broadway,True,195743139,,,,
7935,,,"LINESTRING (587319.7946527448 4517811.250570175, 587395.9824929192 4517770.416772711, 587478.2064102332 4517726.446552398, 587554.531642618 4517685.560458465)",residential,,,265.91200000000003,,West 114th Street,True,5672656,,,,
7936,,,,primary,,,79.511,,Broadway,True,196116983,,,,
7937,,,"LINESTRING (587587.354898595 4518315.966300827, 587582.9219409246 4518318.467338739, 587573.1219496632 4518323.991273592)",residential,,,16.317999999999998,,West 121st Street,True,309956783,,,,
7938,,,"LINESTRING (587743.4602830689 4518603.260593951, 587738.6201037762 4518605.967648971, 587727.4621001096 4518612.219119088)",residential,,,18.313,,La Salle Street,False,5668986,,,,
7939,,,"LINESTRING (587743.4602830689 4518603.260593951, 587783.5568520069 4518582.308944233, 587852.6824842958 4518546.181237641, 587925.9339160239 4518507.90494941, 587933.6156314681 4518503.888418509, 587982.2353273185 4518478.487207125)",residential,,,269.039,,La Salle Street,False,5668986,,,,
7940,,,"LINESTRING (587743.4602830689 4518603.260593951, 587798.5854120408 4518706.135140815, 587857.2738393963 4518815.65845591)",primary,,,241.14100000000002,,Broadway,True,196116983,,,,
7941,,,,primary,,,81.654,,Broadway,True,195743149,,,,
7942,,,,primary,,,65.944,,West 125th Street,False,420590068,,,,
7943,,,"LINESTRING (587857.2738393963 4518815.65845591, 587853.6903498502 4518820.512037328, 587845.0487731519 4518832.222323411)",primary,,,20.593,,West 125th Street,False,196117067,,,,
7944,,,,primary,,,155.029,,Broadway,True,195743149,,,,
7945,,,"LINESTRING (587896.7520948171 4518887.072336629, 587890.5361631981 4518889.86285257, 587879.4443547324 4518894.826992649)",residential,,,18.936,,West 129th Street,True,165470388,,,,
7946,,,,primary,,,80.439,,Broadway,True,195743149,,,,
7947,,,"LINESTRING (587969.8339577818 4519023.669044074, 587964.2644512642 4519026.72254587, 587953.7704932257 4519032.493061848)",residential,,,18.303,,West 131st Street,False,5670677,,,,
7948,,,"LINESTRING (587969.8339577818 4519023.669044074, 588062.5649223842 4518972.713912929, 588078.3399453675 4519015.723999596, 588102.6967041921 4519132.001540492)",residential,,,270.504,,"['West 131st Street', 'Old Broadway']",False,"[5670677, 5672309]",,,,
7949,,,,primary,,,79.704,,Broadway,True,195743149,,,,
7950,,,"LINESTRING (588007.2806675738 4519094.7929623, 588002.1944138038 4519097.641242477, 587991.2831887011 4519103.750911544)",residential,,,18.311,,West 132nd Street,False,247047850,,,,
7951,,,,residential,,,66.172,,West 133rd Street,False,5670226,,,,
7952,,,,primary,,,80.05,,Broadway,True,195743149,,,,
7953,,,"LINESTRING (588045.1609972296 4519164.85642893, 588040.6522098768 4519167.378487654, 588029.1636183654 4519173.814295487)",residential,,,18.311999999999998,,West 133rd Street,False,5670226,,,,
7954,,,,residential,,,268.443,,West 134th Street,True,5670413,,,,
7955,,,,primary,,,86.009,,Broadway,True,505579776,,,,
7956,,,,tertiary,,,269.967,,West 135th Street,False,5673326,,,,
7957,,,,primary,,,83.798,,Broadway,True,525667719,,,,
7958,,,"LINESTRING (588124.0040965241 4519310.838465501, 588118.6729814465 4519313.717051412, 588107.8664735659 4519319.550231633)",tertiary,,,18.314999999999998,,West 135th Street,False,195743206,,,,
7959,,,,residential,,,173.842,,Hamilton Place,True,5672325,,,,
7960,,,,residential,,,271.846,,West 136th Street,True,525667718,,,,
7961,,,"LINESTRING (588162.0813781251 4519385.412562052, 588200.6247455063 4519453.375382788, 588238.9353871851 4519524.522059035)",primary,,,159.04399999999998,,Broadway,True,525667715,,,,
7962,,,,primary,,,84.102,,Broadway,True,525667720,,,,
7963,,,"LINESTRING (588147.7135331456 4519393.545818326, 588158.2569531901 4519387.842789007, 588162.0813781251 4519385.412562052)",residential,,,16.497,,West 136th Street,True,5671781,,,,
7964,,,,primary,,,78.555,,Broadway,True,195743146,,,,
