,access,bridge,geometry,highway,junction,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,width
3804,,,"LINESTRING (583714.3382202236 4509554.378739954, 583787.067441344 4509570.976435653, 583806.257165904 4509577.521537064)",residential,,,94.684,25 mph,Christopher Street,False,439842799,,,,
3805,,,,unclassified,,,81.764,25 mph,Weehawken Street,True,5671203,,,,
3806,,,,residential,,,108.667,25 mph,Christopher Street,False,46431825,,,,
3807,,,"LINESTRING (583608.015205872 4509530.863702343, 583588.8702817713 4509527.061844162, 583577.0311241738 4509524.707949763)",residential,,,31.524,25 mph,Christopher Street,False,46431825,,,,
3808,,,"LINESTRING (583577.0311241738 4509524.707949763, 583588.8702817713 4509527.061844162, 583608.015205872 4509530.863702343)",residential,,,31.524,25 mph,Christopher Street,False,46431825,,,,
3809,,,"LINESTRING (583577.0311241738 4509524.707949763, 583578.2259497361 4509542.329337932, 583582.5140778159 4509605.437571017)",trunk,,4,81.045,35 mph,West Street,True,195743557,NY 9A,,,
3810,,,,residential,,,154.428,,East 78th Street,True,5670507,,,,
3811,,,,secondary,,,80.3,,5th Avenue,True,68668532,,,,
3812,,,,residential,,,145.791,,East 78th Street,True,5670507,,,,
3813,,,,secondary,,,87.194,,Madison Avenue,True,195743180,,,,
3814,,,,residential,,,142.842,,East 78th Street,True,5670507,,,,
3815,,,,secondary,,3,87.693,,Park Avenue,True,46240204,,,,
3816,,,,residential,,,154.028,,East 78th Street,True,5670507,,,,
3817,,,,secondary,,4,80.642,,Lexington Avenue,True,387128267,,,,
3818,,,,residential,,,217.589,,East 78th Street,True,5670507,,,,
3819,,,,primary,,,90.927,,3rd Avenue,True,196117089,,,,
3820,,,,residential,,,226.516,,East 78th Street,True,5670507,,,,
3821,,,,primary,,,79.621,,2nd Avenue,True,391864586,,,,
3822,,,,residential,,,216.527,,East 78th Street,True,5670507,,,,
3823,,,"LINESTRING (588342.4855909476 4513936.159633616, 588367.667066871 4513982.54608198, 588384.5601229828 4514013.345866835)",primary,,,87.97,,1st Avenue,True,"[421853964, 421854004]",,,,
3824,,,,residential,,,105.917,,Park Terrace West,True,5670508,,,,
3825,,,,residential,,,82.408,,West 215th Street,False,197469195,,,,
3826,,,"LINESTRING (591258.5397284558 4525066.236464269, 591312.5798865461 4525119.343157069, 591319.4076737538 4525126.055979481)",residential,,,85.307,,Park Terrace West,True,5670508,,,,
3827,,,"LINESTRING (591258.5397284558 4525066.236464269, 591359.9154137643 4525010.778641601, 591365.7110208952 4525007.608428734)",residential,,,121.997,,West 217th Street,True,5670798,,,,
3828,,,,residential,,1,178.581,25 mph,East 13th Street,True,496992363,,,,
3829,,,"LINESTRING (585091.7640129185 4509776.616115798, 585132.341856373 4509840.675168389, 585139.4254790803 4509851.85868186)",residential,,,89.111,25 mph,University Place,True,558008153,,,,
3830,,,,residential,,1,103.627,25 mph,East 13th Street,True,496992363,,,,
3831,,,"LINESTRING (585295.5335279172 4509667.492158293, 585298.5193886088 4509685.434302881, 585299.5064962736 4509700.933179354, 585299.4075366796 4509704.395915898, 585299.1137376035 4509715.250451974, 585298.9985426816 4509719.390233812, 585293.8226400212 4509754.535643926, 585291.6827609784 4509769.498945995)",secondary,,"['3', '2']",102.984,25 mph,4th Avenue,True,"[5672176, 547089938]",,,,
3832,,,"LINESTRING (585481.1950028132 4509567.057682026, 585469.3313263516 4509573.471179572, 585414.0242433547 4509603.386930087, 585295.5335279172 4509667.492158293)",residential,,1,210.80599999999998,25 mph,East 13th Street,True,496992363,,,,
3833,,,"LINESTRING (585481.1950028132 4509567.057682026, 585486.7705757663 4509578.634921608, 585501.064939963 4509604.579003999, 585517.3528874794 4509634.132115635, 585521.8921824411 4509642.555517223, 585522.6610980073 4509643.985465524)",primary,,6,87.47200000000001,25 mph,3rd Avenue,False,496992369,,,,
3834,,,"LINESTRING (585481.1950028132 4509567.057682026, 585477.813107026 4509560.790371909, 585446.4420426285 4509502.597548632, 585442.6218761459 4509495.514747466)",primary,,6,81.338,25 mph,3rd Avenue,False,561084838,,,,
3835,,,"LINESTRING (585671.5006802586 4509464.216715856, 585492.0302886411 4509561.209656602, 585481.1950028132 4509567.057682026)",residential,,1,216.03,25 mph,East 13th Street,True,25162679,,,,
3836,,,"LINESTRING (585671.5006802586 4509464.216715856, 585647.8372574407 4509420.278460996, 585633.0536608029 4509392.82965521)",primary,,,81.14,25 mph,2nd Avenue,True,"[420598248, 420598252]",,,,
3837,,,"LINESTRING (585873.7345462565 4509355.023878796, 585863.8929540722 4509360.338862136, 585734.2029701913 4509430.369361645, 585678.1719718865 4509460.618989413, 585671.5006802586 4509464.216715856)",residential,,1,229.52599999999998,25 mph,East 13th Street,True,25162679,,,,
3838,,,"LINESTRING (585873.7345462565 4509355.023878796, 585890.8042514805 4509387.007154598, 585909.8824520401 4509422.755184518, 585915.6774680945 4509433.569251127)",primary,,,89.108,25 mph,1st Avenue,True,"[380098432, 420598232]",,,,
3839,,,,secondary,,2,81.223,20 mph,Avenue A,False,195743554,,,,
3840,,,,residential,,1,212.655,20 mph,East 13th Street,True,479642034,,,,
3841,,,"LINESTRING (586061.2501812744 4509254.125425817, 586097.5510571406 4509322.403451205, 586102.9976633841 4509332.658512308)",secondary,,2,89.00500000000001,20 mph,Avenue A,False,195743554,,,,
3842,,,,secondary,,2,81.117,20 mph,Avenue B,False,5672621,,,,
3843,,,,residential,,1,223.905,20 mph,East 13th Street,True,479642034,,,,
3844,,,"LINESTRING (586258.5984506177 4509147.728263446, 586309.3177589246 4509120.729529263, 586359.1706420572 4509094.187333963)",residential,,,113.78200000000001,20 mph,East 13th Street,False,5670510,,,,
3845,,,"LINESTRING (586258.5984506177 4509147.728263446, 586294.7595279198 4509214.851022795, 586300.3894068946 4509225.308204936)",secondary,,2,88.18400000000001,20 mph,Avenue B,False,5672621,,,,
3846,,,"LINESTRING (586359.1706420572 4509094.187333963, 586309.3177589246 4509120.729529263, 586258.5984506177 4509147.728263446)",residential,,,113.78200000000001,20 mph,East 13th Street,False,5670510,,,,
3847,,,,residential,,,229.503,20 mph,East 13th Street,False,5670512,,,,
3848,,,,secondary,,2,81.691,20 mph,Avenue C,False,477151468,,,,
3849,,,"LINESTRING (586458.8652334714 4509039.982470225, 586475.0937667538 4509070.802686225, 586494.2884496676 4509107.264155021, 586499.9141245848 4509118.065611469)",secondary,,2,88.282,20 mph,Avenue C,False,440681436,,,,
3850,,,,secondary,,,28.288,25 mph,Varick Street,True,5673342,,,,
3851,,,,residential,,,57.912,,Gouverneur Slip West,True,5670515,,,,
3852,,,,secondary,,,73.63,25 mph,Front Street,True,46629376,,,,
3853,,,,residential,,,25.802,25 mph,Water Street,True,5673073,,,,
3854,,,,primary,,4,80.517,,Columbus Avenue,True,226015229,,,,
3855,,,"LINESTRING (587026.466933432 4516131.0134695, 587033.9491130551 4516126.904799243, 587093.8235963696 4516094.047005264, 587160.4072335124 4516056.861085917, 587236.6075825595 4516015.670161105, 587265.0084343827 4516000.084313953)",residential,,,271.759,,West 94th Street,True,5670519,,,,
3856,,,,residential,,,273.018,,West 94th Street,True,5670519,,,,
3857,,,,primary,,,79.672,,Amsterdam Avenue,True,195743133,,,,
3858,,,,residential,,,197.741,,West 94th Street,True,5670519,,,,
3859,,,"LINESTRING (586367.2951103292 4516485.824226528, 586369.6573071368 4516494.522725258, 586376.9210674636 4516514.83598268, 586397.1944105172 4516548.957051411, 586403.7920807849 4516556.938972834)",residential,,,80.692,,Riverside Drive,True,5670971,,,,
3860,,,"LINESTRING (585334.8798804808 4509936.739538676, 585340.1147593522 4509933.89103536, 585466.3885449006 4509865.346639412)",residential,,,149.441,25 mph,East 16th Street,True,5672710,,,,
3861,,,"LINESTRING (585334.8798804808 4509936.739538676, 585338.8660973506 4509944.05734994, 585359.2431814278 4509981.5064459, 585367.0912807648 4509995.929727546, 585369.9112820021 4510001.113612397)",secondary,,,73.34,25 mph,Union Square East,True,"[68668537, 5670522]",,,,
3862,,,,residential,,,11.587,25 mph,East 17th Street,True,22897633,,,,
3863,,,"LINESTRING (585369.9112820021 4510001.113612397, 585373.6386122734 4510008.173113448, 585398.4545859899 4510055.387859327, 585404.9827485037 4510067.819793012)",secondary,,,75.42099999999999,25 mph,Park Avenue South,True,420520113,,,,
3864,,,,primary,,4,80.402,25 mph,Columbus Avenue,True,421853640,,,,
3865,,,"LINESTRING (586875.2862176097 4515850.567901777, 586881.9946823088 4515846.971799524, 587115.3247518541 4515722.005080934)",residential,,,271.934,,West 90th Street,True,199124543,,,,
3866,,,,primary,,,79.529,,Amsterdam Avenue,True,195743133,,,,
3867,,,"LINESTRING (586634.1284433419 4515979.602598699, 586707.663592577 4515940.262481321, 586819.9464736007 4515880.183294943, 586875.2862176097 4515850.567901777)",residential,,,273.142,,West 90th Street,True,199124544,,,,
3868,,,,residential,,,163.877,,West 90th Street,True,5670526,,,,
3869,,,,secondary,,,94.109,,Riverside Drive,False,46111607,,,,
3870,,,"LINESTRING (586246.8881636549 4516187.943028133, 586256.6194538838 4516195.694877416, 586263.2224976893 4516202.53318003, 586268.5740283949 4516208.879495168, 586277.7999526358 4516220.167120978, 586289.033639427 4516235.830287071, 586298.4178203226 4516250.905678386)",secondary,,,81.86099999999999,,Riverside Drive,False,46111607,,,,
3871,,,,residential,,,137.182,25 mph,Ridge Street,True,5670633,,,,
3872,,,"LINESTRING (585861.0793553761 4508013.779747218, 585796.8736065273 4508038.516236495, 585790.543877336 4508040.952108609)",residential,,,75.46,25 mph,Rivington Street,True,5670532,,,,
3873,,,,residential,,,76.811,25 mph,Rivington Street,True,112116235,,,,
3874,,,,residential,,,76.098,25 mph,Rivington Street,True,112116235,,,,
3875,,,,residential,,,137.673,25 mph,Clinton Street,True,357946354,,,,
3876,,,,residential,,,76.212,25 mph,Rivington Street,True,112116235,,,,
3877,,,"LINESTRING (585647.6162678861 4508096.021208807, 585600.9453857244 4507972.404035815, 585596.4290555068 4507960.439314423)",residential,,,145.085,25 mph,Suffolk Street,True,110542345,,,,
3878,,,,residential,,,71.675,25 mph,Rivington Street,True,112116235,,,,
3879,,,"LINESTRING (585576.378185719 4508123.465007672, 585623.0864370633 4508246.716131217, 585625.0292574853 4508251.834447949)",residential,,,137.433,25 mph,Norfolk Street,True,46201677,,,,
3880,,,,primary,,,137.31,25 mph,Essex Street,False,46201668,,,,
3881,,,,residential,,,74.059,25 mph,Rivington Street,True,112116235,,,,
3882,,,"LINESTRING (585509.3829006428 4508149.28196707, 585475.6973897534 4508060.498427105, 585462.7607890052 4508026.399009356, 585458.1289718869 4508014.177696351)",primary,,,144.661,25 mph,Essex Street,False,"[46201668, 421826773]",,,,
3883,,,"LINESTRING (585440.1567385044 4508175.950889842, 585393.7650409541 4508052.782385387, 585389.0900166254 4508041.371076217)",residential,,,144.108,25 mph,Ludlow Street,True,5670922,,,,
3884,,,"LINESTRING (585440.1567385044 4508175.950889842, 585400.2790630471 4508191.323273392, 585395.8840654074 4508193.015705387, 585376.4288837388 4508200.518818621)",residential,,,68.18299999999999,25 mph,Rivington Street,True,112116235,,,,
3885,,,"LINESTRING (585376.4288837388 4508200.518818621, 585342.4568246814 4508213.605835975, 585333.1238012359 4508217.206564735)",residential,,,46.331,25 mph,Rivington Street,True,112116235,,,,
3886,,,"LINESTRING (585376.4288837388 4508200.518818621, 585423.0615751714 4508323.967590446, 585424.8157576849 4508328.606287278)",residential,,,137.076,25 mph,Orchard Street,True,384898122,,,,
3887,,,"LINESTRING (585333.1238012359 4508217.206564735, 585327.9821582158 4508219.190203542, 585324.2829409374 4508220.613128438, 585319.8031380838 4508222.337935441, 585313.0495270344 4508224.935863039)",residential,,,21.475,25 mph,Rivington Street,True,221687789,,,,
3888,,,"LINESTRING (585333.1238012359 4508217.206564735, 585335.8037027513 4508224.353869653, 585384.2351247927 4508344.214888212)",primary,,,137.055,25 mph,Allen Street,True,221687792,,,,
3889,,,"LINESTRING (585313.0495270344 4508224.935863039, 585305.5067615553 4508227.846682026, 585247.2863719818 4508250.280822684)",residential,,,70.358,25 mph,Rivington Street,True,221687788,,,,
3890,,,"LINESTRING (585313.0495270344 4508224.935863039, 585311.0575987564 4508219.661639426, 585266.6987381245 4508103.200837821, 585262.6234950506 4508092.50704347)",primary,,,141.862,25 mph,Allen Street,True,221687794,,,,
3891,,,,residential,,,137.081,25 mph,Forsyth Street,True,40709928,,,,
3892,,,,secondary,,,138.772,25 mph,Chrystie Street,False,454963832,,,,
3893,,,"LINESTRING (585111.1373649035 4508302.029620167, 585070.5123509916 4508317.139817247, 585006.9691940381 4508341.291096891)",residential,,,111.131,25 mph,Rivington Street,True,40709918,,,,
3894,,,"LINESTRING (585111.1373649035 4508302.029620167, 585065.9793992089 4508179.898819305, 585061.9895203478 4508169.10620039)",secondary,,,141.88000000000002,25 mph,Chrystie Street,False,454963832,,,,
3895,,,,primary,,,78.833,25 mph,Bowery,True,112116234,,,,
3896,,,"LINESTRING (586149.2522253281 4507902.6800352, 586160.8149613532 4507932.634757527, 586195.7156013983 4508023.067735868, 586197.5525544002 4508027.818607886, 586243.1140337351 4508150.805201817, 586244.5483041377 4508154.585516615, 586247.9445224896 4508163.984142197)",residential,,,279.639,25 mph,Columbia Street,False,46349386,,,,
3897,,,"LINESTRING (586149.2522253281 4507902.6800352, 586107.281055312 4507793.957696711, 586102.3687531173 4507781.233108109)",residential,,,130.325,25 mph,Columbia Street,False,46349386,,,,
3898,,,"LINESTRING (586149.2522253281 4507902.6800352, 586159.995603565 4507898.452769709, 586194.4661814871 4507884.886721163, 586198.0211993374 4507881.364236316, 586198.5864065411 4507876.341522355)",residential,,,58.57299999999999,,Rivington Street,False,533394975,,,,
3899,,,"LINESTRING (584725.502133179 4507281.171899472, 584725.1524167968 4507277.02682323, 584724.5950913879 4507270.348097907, 584724.8646563161 4507265.976949875, 584725.717435136 4507261.579155876, 584737.7167971043 4507210.257976586, 584739.8141575559 4507200.4454738)",residential,,,82.583,25 mph,Catherine Street,True,5670536,,,,
3900,,,"LINESTRING (584725.502133179 4507281.171899472, 584730.0957713095 4507282.090324165, 584732.6252583251 4507282.518888599, 584734.9018471211 4507282.900157071, 584820.2670725443 4507294.08956663, 584943.1145676175 4507307.574176818)",secondary,,,218.76,25 mph,Madison Street,False,414750044,,,,
3901,,,"LINESTRING (584725.502133179 4507281.171899472, 584717.9527801232 4507279.420374619, 584701.3206671015 4507275.555676518, 584692.3444198871 4507273.73237716, 584661.6986586719 4507268.253433862, 584655.1904823296 4507267.057857646)",secondary,,,71.583,25 mph,Madison Street,False,414750044,,,,
3902,,,"LINESTRING (584789.6232331996 4506958.755690927, 584803.1866222471 4506961.375364533, 584814.9459812279 4506963.652480392)",primary,,,25.738,25 mph,South Street,False,5671197,,,,
3903,,,"LINESTRING (584789.6232331996 4506958.755690927, 584731.1829369717 4506947.951882551, 584719.7430041902 4506945.811773124, 584709.4764687275 4506943.751690266, 584654.6485333529 4506931.757401023)",primary,,,137.376,25 mph,South Street,False,5671197,,,,
3904,,,"LINESTRING (587633.8111206221 4517832.540599048, 587762.9813186949 4517758.842679364, 587776.3360808096 4517755.970239109)",residential,,,162.161,,West 116th Street,False,5670539,,,,
3905,,,"LINESTRING (587633.8111206221 4517832.540599048, 587639.0033675381 4517842.161308424, 587649.5363569332 4517861.682060077, 587677.0900083177 4517912.768937072, 587683.4047817611 4517924.468040791, 587711.519264608 4517976.594239205)",secondary,,,163.792,,Amsterdam Avenue,False,"[327917960, 327917961, 46583484]",,,yes,
3906,,,"LINESTRING (587633.8111206221 4517832.540599048, 587628.2557501082 4517822.238343831, 587592.0668994162 4517755.139637258)",secondary,,,88.002,,Amsterdam Avenue,False,46583484,,,,
3907,,,,residential,,,155.429,,East 116th Street,False,5673236,,,,
3908,,,,secondary,,,89.361,,5th Avenue,True,22898583,,,,
3909,,,"LINESTRING (588871.3021056817 4517163.299585929, 588735.0124367744 4517237.881374442, 588654.7413524443 4517281.816950886, 588603.0820811358 4517310.086398343)",residential,,,305.35699999999997,,West 116th Street,False,5670540,,,,
3910,,,,residential,,,12.985,,West 116th Street,False,196117062,,,,
3911,,,"LINESTRING (588603.0820811358 4517310.086398343, 588654.7413524443 4517281.816950886, 588735.0124367744 4517237.881374442, 588871.3021056817 4517163.299585929)",residential,,,305.35699999999997,,West 116th Street,False,5670540,,,,
3912,,,"LINESTRING (588603.0820811358 4517310.086398343, 588622.4261223259 4517344.691324802, 588633.0726979015 4517363.737469944, 588644.156978852 4517383.566049828)",secondary,,,84.23599999999999,,Malcolm X Boulevard,True,"[420878085, 420878087]",,,,
3913,,,,residential,,,85.882,,Manhattan Avenue,False,195743187,,,,
3914,,,,tertiary,,,134.614,,West 116th Street,False,195743202,,,,
3915,,,,residential,,,85.947,,Manhattan Avenue,False,196117044,,,,
3916,,,"LINESTRING (587993.6128869363 4517636.548179124, 588052.9118120774 4517604.646244694, 588115.1428185228 4517570.981118264)",tertiary,,,137.905,,West 116th Street,False,68674970,,,,
3917,,,,tertiary,,,134.614,,West 116th Street,False,195743202,,,,
3918,,,"LINESTRING (587874.0232562504 4517698.754005187, 587881.1393513958 4517712.583360807, 587914.0232254087 4517776.480060628)",residential,,,87.482,,Morningside Avenue,False,5670859,,,,
3919,,,"LINESTRING (587874.0232562504 4517698.754005187, 587870.7451706094 4517688.511933499, 587868.9711156077 4517681.618459309, 587867.9449992668 4517675.677578218, 587868.266906929 4517669.885944404, 587872.1151891432 4517600.907982546)",residential,,,98.939,,Morningside Avenue,False,460596360,,,,
3920,,,,secondary,,,82.942,,5th Avenue,True,22898583,,,,
3921,,,"LINESTRING (588718.703737926 4516879.909702798, 588778.5393155627 4516847.65342276, 588855.5127163957 4516806.166397845)",residential,,,155.21,,East 112th Street,True,5671702,,,,
3922,,,"LINESTRING (588448.3814166122 4517022.724578386, 588593.3524111703 4516946.13202481, 588718.703737926 4516879.909702798)",residential,,,305.312,,West 112th Street,True,275298533,,,,
3923,,,"LINESTRING (588448.3814166122 4517022.724578386, 588475.5028309964 4517073.098701973, 588477.5494792328 4517076.920215336, 588485.7617560143 4517092.173275269)",secondary,,"['3', '2']",78.926,,Malcolm X Boulevard,True,"[420878113, 420878102]",,,,
3924,,,,primary,,,80.679,,Adam Clayton Powell Jr. Boulevard,True,5671282,,,,
3925,,,,residential,,,17.773,,West 112th Street,True,275298540,,,,
3926,,,,residential,,,138.39,,West 112th Street,True,5670542,,,,
3927,,,,residential,,,79.867,,Manhattan Avenue,False,196117044,,,,
3928,,,,residential,,,79.611,,Manhattan Avenue,False,196117044,,,,
3929,,,,secondary,,,80.528,,Amsterdam Avenue,False,46583484,,,,
3930,,,"LINESTRING (587477.5296232204 4517545.469509037, 587441.7670238891 4517479.187159556, 587439.7526592778 4517475.455142852)",secondary,,,79.612,,Amsterdam Avenue,False,46583484,,,,
3931,,,,residential,,,145.685,,West 112th Street,True,5670544,,,,
3932,,,"LINESTRING (587100.1824018179 4517748.640932037, 587111.2376039997 4517797.721564549, 587119.2166412763 4517828.635784585)",residential,,,82.351,,Riverside Drive,True,465067249,,,,
3933,,,,residential,,,149.484,25 mph,East 18th Street,True,5670551,,,,
3934,,,"LINESTRING (585404.9827485037 4510067.819793012, 585421.700227125 4510098.876476528, 585440.0296448842 4510132.93826908)",secondary,,,74.00399999999999,25 mph,Park Avenue South,True,"[464683314, 420598391]",,,,
3935,,,,primary,,6,74.228,25 mph,3rd Avenue,False,5671774,,,,
3936,,,,primary,,6,74.629,25 mph,3rd Avenue,False,5671774,,,,
3937,,,"LINESTRING (585673.1226869238 4509923.099621331, 585712.5195467117 4509901.828078655, 585853.1041311325 4509825.939462961, 585863.4634067222 4509820.352919756)",residential,,,216.015,25 mph,East 18th Street,True,5670551,,,,
3938,,,"LINESTRING (585863.4634067222 4509820.352919756, 585870.5169043818 4509816.548855836, 585873.9588304566 4509814.679150295, 586050.2741891823 4509719.512886451, 586054.9227410973 4509717.013341527, 586066.6422728992 4509710.67681359)",residential,,,230.58499999999998,25 mph,East 18th Street,True,5670551,,,,
3939,,,"LINESTRING (585863.4634067222 4509820.352919756, 585859.9909979308 4509813.917839725, 585841.5785809886 4509779.820728129, 585831.9216184949 4509761.945411103, 585828.2918011732 4509755.242073012)",primary,,4,74.056,25 mph,2nd Avenue,True,"[420598289, 378363223]",,,,
3940,,,"LINESTRING (586066.6422728992 4509710.67681359, 586079.7483277366 4509701.30329936, 586083.7259496197 4509699.129047392, 586127.905119525 4509674.962003738, 586145.933420664 4509664.990761105, 586154.3047137103 4509659.004038136, 586160.9686350197 4509651.687421194, 586164.7037451132 4509642.771358633, 586166.2390604308 4509633.474459158, 586165.8144939013 4509623.499750754, 586163.8989135004 4509613.196851545, 586161.0563399378 4509601.995003705, 586157.8358778993 4509592.787161149, 586154.0226335356 4509583.71676011, 586146.0130099789 4509568.746741119, 586136.5858757185 4509553.660342609, 586128.5529585115 4509543.597244511, 586117.9222007438 4509535.424658446, 586109.8386290122 4509531.900185909, 586100.4595261514 4509529.393180445, 586096.0048020424 4509529.00838036, 586091.3053216678 4509528.609638557, 586081.2352054557 4509530.335671002, 586067.8105364576 4509536.574671178, 586057.6436411252 4509542.274196406, 586013.6181970235 4509566.976357386, 586008.857731811 4509569.652266463, 586003.7729115547 4509572.624174878, 585994.7562278165 4509579.647185844)",residential,,,380.98500000000007,25 mph,First Avenue Loop,True,"[5670787, 525701044]",,,,
3941,,,"LINESTRING (586066.6422728992 4509710.67681359, 586069.335247246 4509715.859497575, 586098.4461710356 4509770.376259119, 586101.6527017778 4509776.419790382)",primary,,,74.53999999999999,,1st Avenue,True,420598230,,,,
3942,,,,residential,,,273.371,,West 83rd Street,True,5670553,,,,
3943,,,"LINESTRING (586603.045544321 4515345.595784063, 586579.5634712838 4515302.044180234, 586564.5473973865 4515274.190440088)",primary,,4,81.18,,Columbus Avenue,True,"[421853625, 421853639]",,,,
3944,,,,residential,,,150.988,,West 83rd Street,True,5670553,,,,
3945,,,,primary,,,80.112,,Amsterdam Avenue,True,195743133,,,,
3946,,,,secondary,,,89.758,,Riverside Drive,False,46111607,,,,
3947,,,,secondary,,,88.268,,Riverside Drive,False,46111607,,,,
3948,,,"LINESTRING (589646.3537805796 4521228.179859679, 589638.1892456693 4521232.521792375, 589505.2253795508 4521303.131425583)",residential,,,159.57999999999998,,West 165th Street,False,5670555,,,,
3949,,,"LINESTRING (589646.3537805796 4521228.179859679, 589642.382920502 4521216.307451243, 589622.2998896582 4521156.320931933, 589619.337907144 4521147.469570917)",tertiary,,,85.21300000000001,,Edgecombe Avenue,False,196117019,,,,
3950,,,"LINESTRING (589646.3537805796 4521228.179859679, 589655.7270929959 4521255.550390678, 589671.4359030325 4521301.428087025)",tertiary,,,77.514,,Edgecombe Avenue,False,196117023,,,,
3951,,,,secondary,,,76.676,,Amsterdam Avenue,False,196116968,,,,
3952,,,,secondary,,,83.719,,Amsterdam Avenue,False,196116968,,,,
3953,,,"LINESTRING (589505.2253795508 4521303.131425583, 589638.1892456693 4521232.521792375, 589646.3537805796 4521228.179859679)",residential,,,159.57999999999998,,West 165th Street,False,5670555,,,,
3954,,,"LINESTRING (589505.2253795508 4521303.131425583, 589503.2927337963 4521310.924198056, 589501.0465258954 4521314.671844783, 589497.9896499715 4521317.82123423, 589401.0568265441 4521390.001819476, 589377.9065908921 4521391.742301574)",tertiary,,,160.719,,West 165th Street,True,"[552386026, 5670557]",,,,
3955,,,,secondary,,,29.561,,West 165th Street,False,68196311,,,,
3956,,,,secondary,,,54.565,,Riverside Drive,False,488797727,,,,
3957,,,"LINESTRING (588964.9494645038 4521646.988713895, 588881.4738488072 4521542.696835577, 588847.3638623836 4521490.382128675, 588830.5407147611 4521432.313436715, 588822.6634413674 4521405.117450969, 588811.44504314 4521380.890082909, 588809.4395752645 4521376.569294307, 588791.6774142506 4521348.865910264, 588777.8734286736 4521330.680594211)",secondary,,,372.203,,Riverside Drive,False,5670983,,,,
3958,,,,residential,,,178.66,25 mph,East 3rd Street,True,125528659,,,,
3959,,,"LINESTRING (585305.5124425845 4508785.429675099, 585283.1261177871 4508743.894401403, 585263.9554241496 4508708.42464149)",primary,,,87.566,25 mph,2nd Avenue,True,118400726,,,,
3960,,,,primary,,,78.544,25 mph,1st Avenue,True,380098432,,,,
3961,,,"LINESTRING (585506.770670135 4508676.948117187, 585498.0335237387 4508681.654611611, 585312.2436445944 4508781.798994534, 585305.5124425845 4508785.429675099)",residential,,,228.33100000000002,25 mph,East 3rd Street,True,125528659,,,,
3962,,,,secondary,,2,78.642,20 mph,Avenue A,False,195743554,,,,
3963,,,,secondary,,2,81.281,20 mph,Avenue A,False,195743554,,,,
3964,,,,residential,,,213.734,20 mph,East 3rd Street,True,479642043,,,,
3965,,,,secondary,,2,77.01,20 mph,Avenue B,False,5672621,,,,
3966,,,,secondary,,2,83.02,20 mph,Avenue B,False,5672621,,,,
3967,,,,residential,,,223.867,20 mph,East 3rd Street,True,479642043,,,,
3968,,,,secondary,,2,77.065,20 mph,Avenue C,False,440681437,,,,
3969,,,,secondary,,2,83.118,20 mph,Avenue C,False,440681437,,,,
3970,,,,residential,,,227.197,20 mph,East 3rd Street,True,479642043,,,,
3971,,,,residential,,,229.315,20 mph,East 3rd Street,True,5670560,,,,
3972,,,"LINESTRING (586294.7813961094 4508251.980787413, 586298.7178797979 4508259.220801873, 586328.6382500415 4508314.247246092, 586331.4169504641 4508319.353287335)",secondary,,2,76.743,20 mph,Avenue D,False,397839400,,,,
3973,,,"LINESTRING (586294.7813961094 4508251.980787413, 586291.9784688839 4508246.774560339, 586260.1700507747 4508187.718440478, 586258.7973485002 4508185.18228181, 586256.3249735439 4508180.601636319, 586254.6217932071 4508177.428811166)",secondary,,2,84.742,20 mph,Avenue D,False,397839400,,,,
3974,,,"LINESTRING (586028.1007514955 4511891.181528594, 586038.695253203 4511885.464791258, 586154.1605446459 4511822.846717505, 586164.203306122 4511817.401294475)",primary,,,154.60899999999998,25 mph,East 42nd Street,False,438384692,,,,
3975,yes,,"LINESTRING (586028.1007514955 4511891.181528594, 586017.0390136766 4511897.148206876, 585898.88736437 4511960.836332164, 585882.2611219204 4511969.802900828, 585785.5038977301 4512021.950280759, 585753.6878652016 4512039.10121829)",primary,,,311.328,25 mph,West 42nd Street,False,511699183,,,,
3976,,,"LINESTRING (586028.1007514955 4511891.181528594, 586022.869613425 4511881.439636691, 585992.1277965303 4511824.128288258, 585988.1027643662 4511816.665279301)",secondary,,3,84.634,,5th Avenue,True,511699185,,,,
3977,,,,secondary,,5,84.834,25 mph,7th Avenue,True,167922070,,,,
3978,,,"LINESTRING (585513.1890561886 4512168.892639953, 585545.8790534714 4512151.262291806, 585549.1157028717 4512149.523315987, 585552.1817327511 4512147.937802059, 585558.364957245 4512144.722959998)",primary,,,51.167,25 mph,West 42nd Street,False,167922076,,,,
3979,yes,,"LINESTRING (585513.1890561886 4512168.892639953, 585492.8258986514 4512179.870831444, 585467.7224810252 4512193.40340313, 585271.7154070294 4512299.046816464)",primary,,,273.953,25 mph,West 42nd Street,False,525729008,,,,
3980,yes,,,primary,,,125.735,25 mph,West 42nd Street,False,167922077,,,,
3981,,,,primary,,4,76.527,,9th Avenue,True,525729009,,,,
3982,yes,,"LINESTRING (585030.4799283097 4512429.06706586, 585038.7526760877 4512424.698955582, 585271.7154070294 4512299.046816464)",primary,,,273.68,25 mph,West 42nd Street,False,542259076,,,,
3983,,,,primary,,,148.097,,West 42nd Street,False,420904618,,,,
3984,,,,primary,,,85.567,25 mph,10th Avenue,True,460585328,,,,69.6 ft
